Date,Open,Dividends,High Change,Low Change,High/Close,Low/Close,Spread,Spread Change,Volume Diff,Vol change,Return ewm,Oil return,SU return,TSX return,Gas return,Return,Chaikin,Chaikin Change,Pos
2010-01-06,14.928392933771173,0.0,0.008437306603750416,-0.016291405351181343,0.0337552409834323,-0.00632917810338085,0.5836207869057564,1.6760602383919667,1473200.0,1.20773897360223,-0.011998732931705797,0.01724353332511641,0.01342673729820798,0.004744273052736059,0.06599250222853903,-0.022681001572462778,710500.0,-14.61111111111111,0
2010-01-07,14.5720850138233,0.0,-0.029387221132100794,-0.011889030088889974,0.006560875625206686,-0.015026435650214998,0.3133122642272319,-0.46315780510774396,-327400.0,-0.12157445228369845,-0.00610895726987806,-0.006251462384691209,-0.010955778559062157,-0.004772070827577579,-0.03378259240396564,-0.00316406943896419,191550.0,-0.7304011259676284,1
2010-01-08,14.526005857505732,0.0,-0.001261905813177533,0.011817457792583808,0.0035917634136615195,-0.005070814899257536,0.1259391006509638,-0.5980396715028506,-708800.0,-0.2996280013527224,-0.0009077544994476601,0.0010887531321497335,-0.003349099856847837,0.005577270636172527,-0.009817457446227529,0.0016928468857675405,-258625.0,-2.3501696684938658,0
2010-01-11,14.599723925706906,0.0,0.0006314331556760422,-0.006158558746604759,0.01127656977227387,-0.004255335381690539,0.22423294879580702,0.7804871373288702,161600.0,0.09753742153549005,-0.00495090456103367,-0.0027794967605268006,-0.0028428775030229225,-0.0005605075726525799,-0.051313284497268574,-0.006972479591826675,-48512.5,-0.8124214596423394,0
2010-01-12,14.39085230859549,0.0,-0.007153163902746229,0.0004275781731311046,0.004683785401071949,-0.0031935601869388375,0.11365208445060837,-0.49315171984781225,-606000.0,-0.33326000879894413,-0.0020756709700499496,-0.02096456371686517,-0.018403407319039666,-0.010621775846157755,0.025119193989578736,-0.0006380541745580892,-327256.25,5.7458129348106155,0
2010-01-13,14.403134902423908,0.0,-0.0048742108033472675,-0.006621437326727819,0.005567415787700369,-0.004068574695977989,0.13822609893745152,0.2162214147292889,108200.0,0.08924447377103273,-0.004524334146687826,-0.014110649544866294,-0.005016725008934797,0.002825621690886848,0.025397910837507975,-0.005748665735006764,-109528.125,-0.6653138786501404,0
2010-01-14,14.424640628409183,0.0,2.785905746094386e-07,-0.00494488620435829,0.012723747383617035,-0.0019409134065345723,0.20887479175042145,0.5111096482939814,7200.0,0.005452067242162739,-0.006218873800773121,-0.0032643079880668724,-0.004246290272999387,-0.004150572009458453,-0.025292165697466507,-0.0070661436278157685,-51164.0625,-0.5328682701360952,1
2010-01-15,14.252627986322299,0.0,-0.006814229459299104,0.0006483590271659789,0.004955818638063603,-0.002154675165909725,0.10136506053223826,-0.5147089809987387,-78600.0,-0.05919566199728876,-0.0014978104256636944,-0.01750849477685823,-0.021588797160289497,-0.010080986417108417,0.0184323849922583,0.0008627212618910196,-64882.03125,0.268117269812185,0
2010-01-19,14.501426769599423,0.0,0.0002115975887932997,0.009297070541261387,0.011353872661352682,0.0,0.16279895435284075,-0.44210712513673234,1509800.0,4.089382448537378,-0.003268803583908887,0.013076880039312844,-0.0018918863173859046,0.001097858867707746,-0.023545918974381963,-0.009968441105724812,518679.4921875,-2.097871427402065,1
2010-01-20,14.360134714362218,0.0,0.008896827398907181,0.001499927286819469,0.0008405319478690387,-0.017650770117558334,0.27030874624422374,0.6603837986475802,366800.0,0.1952102182011708,0.011906929178219346,-0.017716957174880088,-0.008664986671918395,-0.00714934314439597,-0.010977208094063773,0.019494795559283462,442739.74609375,-0.14640977181009918,0
2010-01-21,14.565941129524772,0.0,2.7306315253383673e-07,0.001283725248717893,0.0023148276366145026,-0.01494105803100132,0.25187827377142114,-0.06818304153632782,-939000.0,-0.41811381244990653,0.0029885642804096885,-0.01984025845187387,-0.02075956273641244,-0.017997670992925152,0.021652103727355376,-0.0014706181684951414,-248130.126953125,-1.5604424024324746,0
2010-01-22,14.547508613750267,0.0,-0.005668920389663712,-0.008118160277774455,0.015219701205771319,-0.004715996002295553,0.28566696106372014,0.1341468908229939,1978000.0,1.5136210590756045,-0.011209325327472625,-0.02024186223006552,-0.018130857224169405,-0.010959815768558867,0.03633125636702883,-0.018308270131413784,864934.9365234375,-4.485811848582316,1
2010-01-25,14.301767917832827,0.0,-0.007601779830474942,-0.003877227587698262,0.006855177650646693,-0.009211660290587176,0.23037640940723314,-0.1935489895317437,-2001400.0,-0.6092912810521188,-0.0033080141188579037,0.009659259617115667,-0.0019887758137622225,0.000978508118621324,-0.016669470546843534,0.0006426414854494578,-568232.5317382812,-1.6569656372330888,0
2010-01-26,14.344773678293347,0.0,-0.002978546977722929,1.6392862489666982e-07,0.008826691941396625,-0.004305721413443431,0.18737303118114923,-0.18666571953583777,-105000.0,-0.08181393174380547,-0.004387331844931807,-0.007308039279114498,-0.002846519956584914,0.0005900916211634133,-0.04141908135265082,-0.004926990707968759,-336616.2658691406,-0.4076082465053573,1
2010-01-27,14.218838497427292,0.0,-0.004054409920321245,2.740532649703198e-07,0.0,-0.008999318307768567,0.12901028332979436,-0.3114789117913703,584800.0,0.496266123557366,0.0016952193808259075,-0.013920504996278282,-0.009134895683123201,-0.0015051742459881723,-0.03846854339683137,0.004736494993704765,124091.86706542969,-1.3686448922633772,1
2010-01-28,14.400068630268132,0.0,0.0070710024973486,-0.002162090051774035,0.005562651095346149,-0.012623023778360443,0.26109291988245786,1.0238147932364057,-821200.0,-0.46574410163339386,0.0015650780497974636,-0.00040720483293732457,-0.010371776891220374,-0.006161741916011931,-0.025786907863925124,0.0015000073842832418,-348554.06646728516,-3.8088389248225565,0
2010-01-29,14.335562503232499,0.0,-0.0019148837108344807,0.001516799601205987,0.010773540220726519,-0.0040939156934639565,0.21194597875328647,-0.1882354418162583,393600.0,0.4178343949044585,-0.004185213715456578,-0.010184682322328054,-0.01717640740212789,-0.01595682066208104,-0.0013623918775458321,-0.007060359598083599,22522.966766357422,-1.0646182871846408,1
2010-02-01,14.23726743393681,0.0,-0.0017054337764068617,-0.002380017948885871,0.0079638991363149,-0.0075333293374529875,0.22116181810954672,0.04348202032645232,92400.0,0.0691823899371069,-0.0006769015040661212,0.021127739448795424,0.0319906199221367,0.020127435585718834,0.05905281052799927,0.0010772546016291074,57461.48338317871,1.5512395404769226,1
2010-02-02,14.338629226247814,0.0,0.007259913431280296,0.004337159997331863,0.005971396522532091,-0.012369332990127213,0.2641639911746303,0.19443759972973074,-35400.0,-0.024789915966386578,0.005944344951025121,0.037619280401415045,-0.057117981029889964,0.008014084120573362,0.003680526475957624,0.009254968178570744,11030.741691589355,-0.8080324237710421,1
2010-02-03,14.547502262948237,0.0,0.017171843011076993,0.014899441807660896,0.006925456574816691,-0.013641164849195087,0.30102502902534134,0.13953846505273093,351800.0,0.25262099669682603,0.012786831334436324,-0.003237083893996129,-0.0051752115280496724,-0.0015602504310227028,-0.006417280424750538,0.016208074526141925,181415.37084579468,15.44634385592757,0
2010-02-04,14.578224753957908,0.0,-0.006043787926448663,0.0019153164867822259,0.008885089166025928,-0.003807918414060807,0.184300732753929,-0.3877561166569511,-346200.0,-0.19846365512497133,-0.001054004920957913,-0.04988313587725102,-0.029681508896953313,-0.022975303569860883,-0.0005536555299954227,-0.007974423048655033,-82392.31457710266,-1.454163912313346,0
2010-02-05,14.62430037091982,0.0,-0.0010484322498236498,-0.012316889210365556,0.015778205537183343,-0.00831563308437211,0.3471009205571054,0.88333988351821,570800.0,0.4082391646402517,-0.005569576509494354,-0.0266611562006408,0.005991758747396769,0.008473492770332713,0.018279168968606374,-0.007827362303762575,244203.84271144867,-3.963915311335536,0
2010-02-08,14.412353189000026,0.0,-0.013853904850704812,0.0027951172398659185,0.00491977630452034,-0.002352954232119009,0.10443739289516607,-0.6991151947176011,-275800.0,-0.14007110208227525,-0.0039887457075730715,0.009832798486252736,-0.01943582536167965,-0.009605172228664083,-0.020670869693068195,-0.003198330306612429,-15798.078644275665,-1.0646921787506132,1
2010-02-09,14.360129876720643,0.0,0.0002125396980789951,-0.0023588650616477302,0.000212902007831417,-0.009578560394299163,0.14129842514969226,0.35294860617142354,-303800.0,-0.17942357665957953,0.001950026290665263,0.025872870025637873,0.018222708714201064,0.014295645949017777,-0.020551760889606308,0.004919412289784431,-159799.03932213783,9.115093292059285,0
