Date,High,Low,Vix Close,TD Close,CAD Close,TSX Close,RBC Close
2010-01-04,36.40317153930664,35.77309220130826,20.040000915527344,21.73255157470703,1.0410000085830688,11866.900390625,36.40317153930664
2010-01-05,36.6346287665768,35.811668421228724,19.350000381469727,21.523971557617188,1.0394999980926514,11888.099609375,35.843814849853516
2010-01-06,35.80523526260407,35.43233230085824,19.15999984741211,21.312068939208984,1.0319000482559204,11944.5,35.58020782470703
2010-01-07,35.695944596840654,35.3101800384284,19.059999465942383,21.126659393310547,1.034000039100647,11887.5,35.612361907958984
2010-01-08,35.72808332102854,35.400185847114756,18.1299991607666,21.10017967224121,1.0298000574111938,11953.7998046875,35.54806137084961
2010-01-11,35.72808189436384,35.41304349413056,17.549999237060547,21.249164581298828,1.0338000059127808,11947.099609375,35.4837646484375
2010-01-12,35.605926513671875,35.175156543764324,18.25,21.222675323486328,1.039199948310852,11820.2001953125,35.605926513671875
2010-01-13,35.86309455088437,35.48376088791647,17.850000381469727,21.315380096435547,1.0307999849319458,11853.599609375,35.81166076660156
2010-01-14,35.91453846439723,35.63807476351649,17.6299991607666,21.30213737487793,1.0233999490737915,11804.400390625,35.843814849853516
2010-01-15,35.87595219720996,35.239444732666016,17.90999984741211,20.974363327026367,1.0290000438690186,11685.400390625,35.239444732666016
2010-01-19,35.663778698229635,35.26515529351005,17.579999923706055,21.21936798095703,1.0317000150680542,11763.400390625,35.53519058227539
2010-01-20,35.618788286339786,35.245882837657156,18.68000030517578,21.143213272094727,1.045199990272522,11679.2998046875,35.586639404296875
2010-01-21,35.61878906917641,35.13015450172299,22.270000457763672,20.616790771484375,1.0506000518798828,11469.099609375,35.168731689453125
2010-01-22,35.10382896443855,34.195413408245244,27.309999465942383,20.444623947143555,1.0573999881744385,11343.400390625,34.31221008300781
2010-01-25,34.38359324071526,33.9099163640572,25.40999984741211,20.67969512939453,1.0569000244140625,11354.5,34.201908111572266
2010-01-26,34.90918303320732,33.80610424823283,24.549999237060547,20.726041793823242,1.0621000528335571,11361.2001953125,34.63016891479492
2010-01-27,34.85726767127473,34.39008087486004,23.139999389648438,20.845237731933594,1.063599944114685,11344.099609375,34.72749328613281
2010-01-28,34.896206099186365,34.208405911218314,23.729999542236328,20.95780372619629,1.066100001335144,11274.2001953125,34.70154571533203
2010-01-29,34.708031330578905,33.92289733886719,24.6200008392334,20.858482360839844,1.0700000524520874,11094.2998046875,33.92289733886719
2010-02-01,34.46794909274764,34.05267298534262,22.59000015258789,21.040578842163086,1.0616999864578247,11317.599609375,34.27328872680664
2010-02-02,35.02598022660138,34.2148932378178,21.479999542236328,21.06706428527832,1.0571800470352173,11408.2998046875,34.909183502197266
2010-02-03,34.896206099186365,34.45497457565463,21.600000381469727,21.007474899291992,1.0618000030517578,11390.5,34.70154571533203
2010-02-04,34.70154927608258,34.2862730878506,26.079999923706055,20.75584602355957,1.0720000267028809,11128.7998046875,34.39657974243164
2010-02-05,34.377098083496094,33.845025411148555,26.110000610351562,20.831989288330078,1.0708999633789062,11223.099609375,34.377098083496094
2010-02-08,34.71452164481172,34.085117376183824,26.510000228881836,20.831989288330078,1.0745799541473389,11115.2998046875,34.429019927978516
2010-02-09,35.05193048771624,34.55230067852836,26.0,21.05051612854004,1.067199945449829,11274.2001953125,34.91566848754883
2010-02-10,35.60996179778706,34.9091814917214,25.399999618530273,21.331933975219727,1.062000036239624,11286.2998046875,35.52560806274414
2010-02-11,35.817587945130235,35.175206211539425,23.959999084472656,21.623291015625,1.0501999855041504,11435.5,35.75918960571289
2010-02-12,36.00577163696289,35.376367395049435,22.729999542236328,21.65971565246582,1.0504499673843384,11469.7998046875,36.00577163696289
2010-02-16,36.258829334471564,35.96034747520973,22.25,21.73255157470703,1.0434000492095947,11586.400390625,36.142032623291016
2010-02-17,36.687087085476776,36.14852413952808,21.719999313354492,21.91134262084961,1.0462000370025635,11635.5,36.641666412353516
2010-02-18,36.855788165211344,36.4989104249929,20.6299991607666,21.89809799194336,1.0503100156784058,11694.7998046875,36.82334518432617
2010-02-19,37.1348019070095,36.79090185742762,20.020000457763672,21.977554321289062,1.039199948310852,11709.2998046875,37.04396057128906
2010-02-22,37.09587245845868,36.5443343091535,19.940000534057617,21.964313507080078,1.042199969291687,11634.7998046875,36.726016998291016
2010-02-23,36.65465252275531,36.12257706133066,21.3700008392334,21.85505485534668,1.0549999475479126,11526.7001953125,36.36914825439453
2010-02-24,36.654644743856856,36.14203716648773,20.270000457763672,21.934518814086914,1.0527000427246094,11521.7998046875,36.382118225097656
2010-02-25,37.277558584650514,36.083638435425584,20.100000381469727,22.129852294921875,1.0608999729156494,11631.400390625,37.11534118652344
2010-02-26,37.245103388292335,36.80387201203664,19.5,22.262287139892578,1.0514999628067017,11629.599609375,36.86227035522461
2010-03-01,37.23213332640322,36.9206762573812,19.260000228881836,22.36492919921875,1.0413999557495117,11728.099609375,37.21266555786133
2010-03-02,37.84207322612402,37.258089621457515,19.059999465942383,22.603309631347656,1.0345100164413452,11828.2998046875,37.790164947509766
2010-03-03,37.56955160394867,36.86877123339838,18.829999923706055,22.633113861083984,1.0318000316619873,11852.900390625,37.121829986572266
2010-03-04,37.361912128534776,37.17373935363772,18.719999313354492,23.080074310302734,1.0312000513076782,11825.0,37.310001373291016
2010-03-05,37.62794494628906,37.284042413939126,17.420000076293945,23.507179260253906,1.0288000106811523,11975.099609375,37.62794494628906
2010-03-08,38.1340670547536,37.64092476788911,17.790000915527344,23.49062728881836,1.027899980545044,11963.7998046875,38.02375793457031
2010-03-09,37.99131553340694,37.524131092907595,17.920000076293945,23.30852699279785,1.0268000364303589,11918.7001953125,37.608482360839844
2010-03-10,37.6149733063224,37.3554244637902,18.56999969482422,23.510488510131836,1.0254000425338745,11961.099609375,37.49817657470703
2010-03-11,37.731762366946384,37.271063141351355,18.059999465942383,23.63961410522461,1.0234999656677246,11979.7001953125,37.666873931884766
2010-03-12,38.004289763775624,37.60199133141517,17.579999923706055,23.937593460083008,1.0189000368118286,12013.7998046875,37.90047073364258
2010-03-15,38.19894679928457,37.75122773505064,18.0,24.28854751586914,1.0189000368118286,12008.7998046875,38.179481506347656
2010-03-16,38.62720014649506,38.06268438035604,17.690000534057617,24.834840774536133,1.0132999420166016,12089.400390625,38.58177947998047
2010-03-17,38.66613320718215,38.40009681392209,16.90999984741211,24.67922592163086,1.010200023651123,12100.7001953125,38.58177947998047
2010-03-18,38.65315415062971,38.4455161181375,16.6200008392334,24.56003761291504,1.0135999917984009,12040.0,38.60124588012695
2010-03-19,38.659647206053386,38.46498436977849,16.969999313354492,24.732196807861328,1.0164999961853027,11948.0,38.542850494384766
2010-03-22,38.75047884933792,38.34817806523095,16.8700008392334,25.046735763549805,1.0168100595474243,11967.2001953125,38.64665985107422
2010-03-23,39.094382044706805,38.71154899289425,16.350000381469727,25.205650329589844,1.0164300203323364,12044.5,39.087894439697266
2010-03-24,39.12033875948932,38.79590404257581,17.549999237060547,25.169239044189453,1.0234999656677246,11963.0,38.899723052978516
2010-03-25,39.28256047700128,38.88674968240652,18.399999618530273,25.32815933227539,1.0236899852752686,11958.099609375,39.178741455078125
2010-03-26,39.289054617443256,38.413081628978794,17.770000457763672,25.162614822387695,1.0262600183486938,11957.400390625,38.81538009643555
2010-03-29,38.81537936884543,38.289794100474104,17.59000015258789,25.020246505737305,1.0213099718093872,12029.7001953125,38.57529830932617
2010-03-30,38.847822154817564,38.542855126798834,17.1299991607666,25.17917251586914,1.0189000368118286,12044.2001953125,38.76995849609375
2010-03-31,38.73750933466585,38.231389445557426,17.59000015258789,25.06328773498535,1.0155999660491943,12037.7001953125,38.56880187988281
2010-04-01,38.86080077137868,38.48445768252975,17.469999313354492,25.06662368774414,1.0082999467849731,12151.099609375,38.81538009643555
2010-04-05,38.85430962725692,38.32872439688005,17.020000457763672,24.6694393157959,1.0018999576568604,12186.400390625,38.43903350830078
2010-04-06,38.71804147952425,38.15352571338523,16.229999542236328,24.769561767578125,1.0009000301361084,12156.7001953125,38.58177947998047
2010-04-07,38.5428493176945,38.08864017232113,16.6200008392334,24.502544403076172,1.0042999982833862,12110.900390625,38.179481506347656
2010-04-08,38.30276786400324,37.66687601664863,16.479999542236328,24.719493865966797,1.0013999938964844,12113.5,38.24436950683594
2010-04-09,38.47147750854492,38.08864436214875,16.139999389648438,24.74620246887207,1.0023000240325928,12176.7998046875,38.47147750854492
2010-04-12,38.82186373823909,38.426052943477934,15.579999923706055,24.839662551879883,1.0026999711990356,12148.7001953125,38.65315628051758
2010-04-13,38.67911946880762,38.41308301657024,16.200000762939453,24.90640640258789,1.0013999938964844,12101.5,38.6272087097168
2010-04-14,39.788672205854105,38.594752386963094,15.59000015258789,25.580642700195312,0.9983000159263611,12204.400390625,39.78218460083008
2010-04-15,39.989824844036114,39.50317275717539,15.890000343322754,25.68745231628418,1.0018999576568604,12211.5,39.82111740112305
2010-04-16,40.08714985087267,39.418815175771854,18.360000610351562,25.410411834716797,1.0126999616622925,12070.7001953125,39.83409118652344
2010-04-19,40.229915618896484,39.451271595740586,17.34000015258789,25.69078826904297,1.0144000053405762,12103.0,40.229915618896484
2010-04-20,40.4523019164653,40.079439696374294,15.729999542236328,25.460481643676758,0.9979000091552734,12113.5,40.10560607910156
2010-04-21,40.34111506776278,39.909379530553615,16.31999969482422,25.597332000732422,0.9990000128746033,12134.599609375,40.269161224365234
2010-04-22,40.413063049316406,39.68696195612652,16.469999313354492,25.68745231628418,1.0016000270843506,12160.900390625,40.413063049316406
2010-04-23,40.5242646527399,40.12523598659325,16.6200008392334,25.634052276611328,0.9990000128746033,12239.599609375,40.38035202026367
2010-04-26,40.7205119151945,40.3476495960821,17.469999313354492,25.580642700195312,1.0002000331878662,12281.0,40.68780517578125
2010-04-27,40.90366765223558,40.13177669981761,22.809999465942383,25.15674591064453,1.0156999826431274,12146.7001953125,40.164485931396484
2010-04-28,40.32149726419235,39.57577236597618,21.079999923706055,24.909746170043945,1.01010000705719,12076.900390625,39.62810516357422
2010-04-29,40.89713899154126,39.7785518238983,18.440000534057617,25.360347747802734,1.003999948501587,12200.2998046875,40.81209945678711
2010-04-30,41.13917578345414,40.17758190195775,22.049999237060547,25.20013427734375,1.0180000066757202,12210.7001953125,40.288787841796875
2010-05-03,41.04759893767828,40.39345393468739,20.190000534057617,25.266887664794922,1.0108000040054321,12196.5,40.831729888916016
2010-05-04,40.72050756361222,40.151402373473296,23.84000015258789,24.959814071655273,1.0247000455856323,12030.900390625,40.38035202026367
2010-05-05,40.31496057489198,39.64118946911159,24.90999984741211,24.56595802307129,1.030500054359436,11875.099609375,40.040218353271484
2010-05-06,39.86358104030354,37.646030688462844,32.79999923706055,24.13538360595703,1.0514999628067017,11842.400390625,38.967403411865234
2010-05-07,39.11131738619747,38.01889429508389,40.95000076293945,24.005216598510742,1.0424000024795532,11692.400390625,38.54220962524414
2010-05-10,40.059833241120906,38.92162006071272,28.84000015258789,24.622697830200195,1.024399995803833,11947.900390625,39.31410598754883
2010-05-11,39.85050609722973,39.05245101633801,28.31999969482422,24.56595802307129,1.021399974822998,12000.599609375,39.27486038208008
2010-05-12,39.98787307739258,39.41876529398946,25.520000457763672,25.0299072265625,1.0187000036239624,12196.0,39.98787307739258
2010-05-13,40.13833208819547,39.45148043157443,26.68000030517578,24.86301612854004,1.021299958229065,12116.599609375,39.6673469543457
2010-05-14,39.46456317506283,38.790792228478225,31.239999771118164,24.495874404907227,1.0351999998092651,12015.0,39.23561096191406
2010-05-17,39.37297659623801,38.30672231521068,30.84000015258789,24.025249481201172,1.0328999757766724,11813.0,38.915077209472656
2010-05-18,40.020589529408674,39.189825116711845,33.54999923706055,24.075305938720703,1.0406500101089478,11764.5,39.30757141113281
2010-05-19,39.90284306815357,39.052455108397076,35.31999969482422,24.208818435668945,1.0435600280761719,11665.7998046875,39.595394134521484
2010-05-20,39.29447459636191,38.1889708766603,45.790000915527344,23.47117042541504,1.0713000297546387,11406.0,38.391754150390625
2010-05-21,38.90852737426758,37.46940850125118,40.099998474121094,23.865032196044922,1.0580999851226807,11521.400390625,38.90852737426758
2010-05-25,38.65997036737515,37.76379237283268,34.61000061035156,24.06195068359375,1.0677000284194946,11518.099609375,38.588016510009766
2010-05-26,39.38606628602569,38.53567836207281,35.02000045776367,24.298940658569336,1.0700000524520874,11543.900390625,38.902000427246094
2010-05-27,38.260944650102246,36.69099554928661,29.68000030517578,24.492525100708008,1.0499000549316406,11749.099609375,37.18814468383789
2010-05-28,37.27970327058132,36.08915775754243,32.06999969482422,24.03191566467285,1.0540000200271606,11671.400390625,36.233070373535156
2010-06-01,35.94526724459084,35.363078610118386,35.540000915527344,23.614696502685547,1.0537999868392944,11572.0,35.45465850830078
2010-06-02,36.030296325683594,35.27148597173923,30.170000076293945,23.84500503540039,1.0388000011444092,11780.7001953125,36.030296325683594
2010-06-03,36.252699594633334,35.63126409989633,29.459999084472656,23.828319549560547,1.0403000116348267,11811.900390625,35.82750701904297
2010-06-04,35.539697644349864,34.937882970525024,35.47999954223633,23.371036529541016,1.0614999532699585,11569.599609375,35.02292251586914
2010-06-07,35.232241764344266,34.23794130012275,36.56999969482422,23.217504501342773,1.0594600439071655,11504.7001953125,34.32952117919922
2010-06-08,34.61735228077573,33.727717174863756,33.70000076293945,23.280920028686523,1.0481200218200684,11517.2001953125,34.59772872924805
2010-06-09,34.95750432039164,34.035160064697266,33.72999954223633,22.993873596191406,1.0434999465942383,11450.599609375,34.035160064697266
2010-06-10,34.65658187866211,34.29680283454953,30.56999969482422,23.371036529541016,1.031000018119812,11635.900390625,34.65658187866211
