Date,Open,Dividends,High Change,Low Change,Vix ewm,High/Close,Low/Close,Vix Close,CAD Close,Spread,Spread Change,Volume Diff,Vol change,Return ewm,Vix return,TD return,Tsx return,Cad return,Return,Chaikin,Chaikin Change,Pos
2010-01-06,35.71522428744525,0.0,-0.022639604437029837,-0.010592528555458669,-0.017666144091842695,0.0063245116219017294,-0.004156117484679367,19.15999984741211,1.0319000482559204,0.3729029617458295,-0.5468761479775717,814500.0,0.30174489682510286,-0.0100247503538962,-0.009819148853328685,-0.00984495904210636,0.004744273052736059,-0.007311159067509232,-0.0073543239259188375,372900.0,-6.427947598253275,1
2010-01-07,35.52235091344749,0.0,-0.0030523655259309113,-0.003447480154358473,-0.009368199118509743,0.0023470133516472202,-0.008485308284566506,19.059999465942383,1.034000039100647,0.3857645584122551,0.034490465310897944,-1284300.0,-0.3655017360122944,-0.0027391121108582125,-0.005219226631843266,-0.008699744094639694,-0.004772070827577579,0.0020350719512765014,0.0009037070106607814,-455700.0,-2.2220434432823812,0
2010-01-08,35.45805039576014,0.0,0.0009003466514436731,0.002549004524712295,-0.03565160086861186,0.005064184746979006,-0.004159875898495979,18.1299991607666,1.0298000574111938,0.32789747391378654,-0.15000622332087787,-276000.0,-0.12379457277416461,-0.0021167492962283346,-0.04879330174366292,-0.0012533794660276598,0.005577270636172527,-0.004061877689198301,-0.0018055678889133953,-365850.0,-0.19716919025674784,0
2010-01-11,35.650929983455796,0.0,-3.993118491418812e-08,0.00036320846086335123,-0.03321131503688476,0.006885324833679984,-0.001993056684024941,17.549999237060547,1.0338000059127808,0.3150384002332771,-0.039216751282110884,172300.0,0.08820066547222938,-0.0019114007989232823,-0.031991172121021205,0.007060836038927931,-0.0005605075726525799,0.003884199144096323,-0.0018087265502707561,-96775.0,-0.7354790214568812,1
2010-01-12,35.2265927890253,0.0,-0.0034190299119090106,-0.006717495219118019,0.015520285049248156,0.0,-0.012098265993503832,18.25,1.039199948310852,0.43076996990755134,0.36735702564696315,243100.0,0.11435694797252793,0.0016580355938331096,0.039886085092314616,-0.0012466023175241592,-0.010621775846157755,0.00522339172682007,0.003442753790211306,73162.5,-1.7560061999483336,1
2010-01-13,35.48376088791647,0.0,0.007222618883790277,0.008773360930695029,-0.00943842986140217,0.001436230076511169,-0.009156232122887187,17.850000381469727,1.0307999849319458,0.37933366296790183,-0.119405507655718,-234800.0,-0.09911773396935286,0.0044047386249008585,-0.021917787316727333,0.004368194468235886,0.002825621690886848,-0.008083106039949106,0.005778090140434733,-80818.75,-2.1046471894754823,1
2010-01-14,35.80523766393459,0.0,0.0014344527196299417,0.004348859076338085,-0.011362808684015874,0.0019731051184135318,-0.0057399048398963926,17.6299991607666,1.0233999490737915,0.2764637008807398,-0.27118595613768826,-836200.0,-0.3918279368351999,0.0020668237398201775,-0.012324998095322726,-0.0006212754122940645,-0.004150572009458453,-0.007178925074046161,0.0008978662972798368,-458509.375,4.673304462145232,0
2010-01-15,35.76022312136294,0.0,-0.001074391286568277,-0.011185509697021145,0.006800436431259706,0.018062357944985452,0.0,17.90999984741211,1.0290000438690186,0.6365074645439464,1.3023183966509997,1421700.0,1.095384852453964,-0.01055186593717382,0.015882058988897496,-0.015386908932345622,-0.010080986417108417,0.005472049124387146,-0.01686121077567082,481595.3125,-2.0503499792125295,1
2010-01-19,35.26515529351005,0.0,0.007080309827945941,0.0005469362631975727,-0.010016825545342485,0.0036186133758455696,-0.00759909499120659,17.579999923706055,1.0317000150680542,0.39862340471958646,1.384605671804982,1104500.0,1.1262363617824005,0.0029517466672892203,-0.01842545653364358,-0.00015584003801993873,0.001097858867707746,0.006733091805000591,0.0050915242182147935,237923.828125,-1.3784664616149378,1
2010-01-20,35.36161194568864,0.0,-0.0012615155637470954,-0.0005465013748695569,0.03837514181645679,0.0009033975273042838,-0.009575407297340188,18.68000030517578,1.045199990272522,0.37290544868263,-0.06451692432622691,901800.0,0.43247650105505464,0.001949133811778143,0.06257112549735644,-0.0035889244642276497,-0.00714934314439597,0.013085174961034785,0.0014478273840226041,569861.9140625,1.3951443558780796,0
2010-01-21,35.599499249003635,0.0,2.1978193487370845e-08,-0.0032834568640884854,0.14091448674174323,0.01279708872351093,-0.001096917229508776,22.270000457763672,1.0506000518798828,0.48863456745341693,0.3103444027960047,291500.0,0.09758955473719455,-0.007179214075910431,0.19218415920438647,-0.02489794213565144,-0.017997670992925152,0.005166534306944248,-0.011743388019754719,430680.95703125,-0.24423628531171715,0
2010-01-22,35.038943023010454,0.5,-0.014457541039301969,-0.026607941431965543,0.19784708021104566,0.023071054866931062,-0.00340393913653525,27.309999465942383,1.0573999881744385,0.9084155561933045,0.8590898325667609,291500.0,0.08891261247521731,-0.018629494364704974,0.22631337694569686,-0.008350806206897543,-0.010959815768558867,0.006472430952566777,-0.024354634509102246,361090.478515625,-0.16158243678876094,0
2010-01-25,34.32519489121224,0.0,-0.020517298111636717,-0.008348986478964537,0.019567978142226966,0.005312134298188997,-0.008537294076182422,25.40999984741211,1.0569000244140625,0.4736768766580539,-0.47856807005486945,-306300.0,-0.08579831932773108,-0.008352935832200691,-0.06957157289218241,0.011497946005694093,0.000978508118621324,-0.00047282368636980543,-0.003214656565948548,27395.2392578125,-0.9241319256867997,1
2010-01-26,34.08511836664523,0.0,0.015286063583072051,-0.00306140878408101,-0.016040652058740657,0.008056966718784864,-0.023796149207058415,24.549999237060547,1.0621000528335571,1.1030787849744925,1.3287579346432867,-24900.0,-0.007629377700156259,0.005563386120528372,-0.03384496715922447,0.0022411676835039085,0.0005900916211634133,0.004920075976322824,0.012521547096892904,1247.61962890625,-0.9544585240827763,1
2010-01-27,34.519855260001954,0.0,-0.0014871548808005342,0.01727429526748092,-0.04363608676854489,0.0037369350005385105,-0.009716002490957387,23.139999389648438,1.063599944114685,0.46718679641468697,-0.5764701463046539,-652800.0,-0.20155613190070398,0.0037280571238415194,-0.05743380412344701,0.005751022761416813,-0.0015051742459881723,0.0014121939615070467,0.0028103926254980927,-325776.1901855469,-262.1181987182623,0
2010-01-28,34.75345647115509,0.0,0.0011170820466726017,-0.005282772212802045,0.002452625878362114,0.005609559454532453,-0.014210888706777003,23.729999542236328,1.066100001335144,0.6878001879680511,0.4722166663236391,-294600.0,-0.11392111368909508,0.0007445679661531935,0.02549698220181562,0.00540008205760345,-0.006161741916011931,0.002350561632024073,-0.0007471766126909696,-310188.09509277344,-0.047849092605248944,0
2010-01-29,34.58474453898642,0.0,-0.00539241337790719,-0.008346152495153136,0.0258210906085802,0.023144661962943625,0.0,24.6200008392334,1.0700000524520874,0.7851339917117173,0.14151465126989393,1132000.0,0.4940211224578861,-0.014710767316410077,0.03750532297368925,-0.004739111342678459,-0.01595682066208104,0.003658241358277081,-0.02243843495769171,410905.9524536133,-2.324699300051204,1
2010-02-01,34.098093654887485,0.0,-0.006917195491285222,0.0038256062027679505,-0.04636184652196886,0.005679652381556988,-0.0064369586246174615,22.59000015258789,1.0616999864578247,0.4152761074050204,-0.4710761324959931,-1500800.0,-0.43839457848922125,0.0019824459018836045,-0.0824533150872434,0.00873009254331536,0.020127435585718834,-0.007757070642418817,0.010329052511030445,-544947.0237731934,-2.3262086385441494,1
2010-02-02,34.29275689567353,0.0,0.016189856041395778,0.004763803785535536,-0.04821182409088147,0.0033457306269213394,-0.019888470446058015,21.479999542236328,1.0571800470352173,0.8110869887835861,0.9531270263823046,387200.0,0.2013939456985332,0.013029918646372497,-0.049136812875337776,0.0012587792053591063,0.008014084120573362,-0.00425726615829336,0.018553655018616944,-78873.51188659668,-0.8552638908999276,0
2010-02-03,34.714523404287796,0.0,-0.0037050819584617534,0.007016866490510365,-0.012346187118104071,0.005609559454532453,-0.007105480018097854,21.600000381469727,1.0618000030517578,0.44123152353173367,-0.455999751403406,-164200.0,-0.07108840592259069,0.00037801177553520825,0.005586631368284634,-0.0028285567072564577,-0.0015602504310227028,0.004370074926685286,-0.005947941659883438,-121536.75594329834,0.5409071187047221,0
2010-02-04,34.48742357444355,0.0,-0.005578165791160994,-0.004896288268435689,0.1341561926617644,0.00886627495915615,-0.003206907646255419,26.079999923706055,1.0720000267028809,0.415276188231978,-0.05882475280098376,284400.0,0.1325503355704698,-0.005732831593794857,0.20740738255169866,-0.011978063852924214,-0.022975303569860883,0.009606351122440016,-0.00878825327845989,81431.62202835083,-1.6700164192825904,0
2010-02-05,34.149994799655126,0.0,-0.00934976101514029,-0.012869514151376382,0.04548561960743052,0.0,-0.015477533067370208,26.110000610351562,1.0708999633789062,0.5320726723475389,0.28125013527218434,188900.0,0.07773662551440319,-0.002288532936562824,0.001150333080263577,0.003668521373885625,0.008473492770332713,-0.001026178448295445,-0.0005663836079468076,135165.81101417542,0.6598688279488865,1
2010-02-08,34.2408471605189,0.0,0.009815359065389329,0.007093862749950386,0.02537506378539069,0.008292472961194841,-0.009988740676153296,26.510000228881836,1.0745799541473389,0.6294042686278942,0.18292913983144832,-320600.0,-0.12241780900378019,0.00024406333616041654,0.015319785874370773,0.0,-0.009605172228664083,0.003436353435685602,0.0015103614725220371,-92717.09449291229,-1.6859507873865283,1
2010-02-09,34.55878828438556,0.0,0.009719530240306584,0.013706372115091181,-0.004366999974933904,0.003902603217120326,-0.01040701280429579,26.0,1.067199945449829,0.4996298091878799,-0.20618617621218804,-167400.0,-0.07283644432841663,0.00950457862445289,-0.019238031855096205,0.01048996508136546,0.014295645949017777,-0.006867807899288092,0.014134836268599127,-130058.54724645615,0.4027461490005859,1
2010-02-10,34.92215917982346,0.0,0.015920130569309965,0.010328713462915973,-0.016840291824201756,0.002374448732698209,-0.01735161210848324,25.399999618530273,1.062000036239624,0.7007803060656599,0.40259907070944934,244000.0,0.11450560795907827,0.014814150150662128,-0.02307693774883568,0.013368691055424708,0.0010732122159788915,-0.004872478894302534,0.017468935913766748,56970.72637677193,-1.4380390799600007,1
2010-02-11,35.57750698318785,0.0,0.005830563608076655,0.0076204800127186445,-0.04340872078350702,0.0016331001921814359,-0.01633100192181558,23.959999084472656,1.0501999855041504,0.6423817335908097,-0.08333363818785522,-97000.0,-0.040843825003157974,0.009321395955822157,-0.05669293526315966,0.013658257181169198,0.013219584619800218,-0.011111158505470287,0.006575018858402171,-20014.636811614037,-1.3513144045109875,1
2010-02-12,35.376367395049435,0.0,0.005253946528195552,0.0057188345194125745,-0.048693268342288126,0.0,-0.01748064860988341,22.729999542236328,1.0504499673843384,0.6294042419134556,-0.020202149280945658,330600.0,0.14513367575398384,0.007704216612915354,-0.05133554212167868,0.001684509393806044,0.0029994145151064355,0.0002380326448661041,0.006895626941461952,155292.68159419298,-8.758955761019864,1
2010-02-16,36.005770618660634,0.0,0.007028253693885267,0.016507632726643795,-0.030309386907559275,0.003231603280255957,-0.005026976484001189,22.25,1.0434000492095947,0.2984818592618339,-0.525770817250266,-771300.0,-0.2956871765382404,0.005091019315896259,-0.021117446190194844,0.0033627367694883947,0.01016587803824165,-0.00549006293835963,0.003784420667386712,-308003.6592029035,-2.9833752372682385,1
2010-02-17,36.14852413952808,0.0,0.011811130112743706,0.00523289338202515,-0.02598329935556866,0.0012395908147875279,-0.013458511064310619,21.719999313354492,1.0462000370025635,0.5385629459486978,0.8043406298814972,917100.0,0.4991835401698237,0.010913123201630062,-0.023820255579573346,0.008226877802542942,0.004237693133298581,0.0026835227725836575,0.013824175144496964,304548.17039854825,-1.98878101379283,1
2010-02-18,36.58975176156769,0.0,0.004598377607399451,0.00969296240456119,-0.04211721356808171,0.000881043824855432,-0.008810572687224738,20.6299991607666,1.0503100156784058,0.35687774021844376,-0.33735184920716943,-565800.0,-0.20542424572486662,0.0069432119091527,-0.050184170674338224,-0.0006044645065997889,0.005096455217867835,0.003928482632841179,0.004958256262914018,-130625.91480072588,-1.428917089305714,1
2010-02-19,36.79090185742762,0.0,0.007570418533649148,0.008000004083266399,-0.0337514230335301,0.0024522576506262883,-0.006831308260747293,20.020000457763672,1.039199948310852,0.34390004958188314,-0.03636452816759328,784900.0,0.358647475439799,0.006308525739635768,-0.029568527766254293,0.0036284580229266616,0.0012398673121525317,-0.010577893385485426,0.005991182654877303,327137.04259963706,-3.50438087341777,0
2010-02-22,36.99854350723829,0.0,-0.0010483278905946136,-0.006701862031804007,-0.013914474407008558,0.01007066625778874,-0.00494697503260344,19.940000534057617,1.042199969291687,0.5515381493051805,0.6037745559378247,-945600.0,-0.31801977534136006,-0.003619072772200539,-0.003996000093747787,-0.0006024698660923589,-0.006362464130449164,0.002886856360714063,-0.008582872028118693,-309231.47870018147,-1.9452658624129915,0
2010-02-23,36.54434338036821,0.0,-0.011894043904681295,-0.01154097497726747,0.043171947744496134,0.007850177473603281,-0.006779680165704183,21.3700008392334,1.0549999475479126,0.5320754614246539,-0.03528801752887889,163300.0,0.08053062432192526,-0.007684394562236837,0.07171515882024848,-0.004974371345509154,-0.009291058822640696,0.012281691262114425,-0.009717055457254986,-72965.73935009073,-0.7640416827653067,1
2010-02-24,36.2458562033386,0.0,-2.1222131219023055e-07,0.0005387241647800689,-0.01992538064642173,0.007490672122856257,-0.006598875225585665,20.270000457763672,1.0527000427246094,0.5126075773691241,-0.03658857712288355,-318400.0,-0.1453151385149012,-0.002323718094794494,-0.05147404484188067,0.003635953296214023,-0.0004251338667585758,-0.0021800046802360473,0.00035662013892667765,-195682.86967504537,1.6818459103957815,1
2010-02-25,36.284786424948884,0.0,0.01699413117073112,-0.0016158118258009502,-0.012232981592049531,0.004370629312333341,-0.02779720509406136,20.100000381469727,1.0608999729156494,1.1939201492249296,1.329111394241444,1807500.0,0.965183958989694,0.01266101960542868,-0.00838678206486343,0.00890530047595628,0.009512453591921544,0.007789427052569353,0.020153388455540266,805908.5651624773,-5.118442081827521,0
2010-02-26,37.07639596342032,0.0,-0.0008706363182148236,0.019960115105907894,-0.023978170317832885,0.010385497946234556,-0.0015842307764879493,19.5,1.0514999628067017,0.4412313762556934,-0.6304347685713048,-1172300.0,-0.31854247051790663,-0.000325324596378857,-0.029850764680724562,0.005984443240097503,-0.00015482067416849876,-0.0088604113007128,-0.006818496697282628,-183195.71741876134,-1.2273157593030763,1
2010-03-01,36.966096925244365,0.0,-0.0003482353573809327,0.003173694477210498,-0.016197843819385827,0.0005231489937647105,-0.00784650322955549,19.260000228881836,1.0413999557495117,0.3114570690220191,-0.294118492512804,-916000.0,-0.36524582319869214,0.006228574595929605,-0.012307680570162294,0.004610580156530375,0.008469767086443536,-0.009605332776456477,0.009505524192083836,-549597.8587093807,2.000058442704052,1
2010-03-02,37.258089621457515,0.0,0.01638208303493216,0.00913887280189929,-0.012322118260414405,0.0013735922742426077,-0.01407973018353581,19.059999465942383,1.0345100164413452,0.583983604666507,0.8750051379479884,1463100.0,0.919090395125322,0.012422120460403653,-0.010384255480928695,0.01065867144069621,0.008543600297562515,-0.00661603572203695,0.015518893392640676,456751.07064530964,-1.8310641379096655,0
2010-03-03,37.23862671499732,0.0,-0.007201551049988986,-0.010449231080138954,-0.012152127866478568,0.012060871393957395,-0.006816979477181628,18.829999923706055,1.0318000316619873,0.7007803705502909,0.20000007697216504,1308700.0,0.4283797054009819,-0.007649573567470919,-0.01206713266951065,0.0013185781295936838,0.002079807440098058,-0.0026195829293950146,-0.017685420581408207,882725.5353226548,0.9326184262152193,1
2010-03-04,37.21266994482949,0.0,-0.005526802065746961,0.00827171912805924,-0.007945225514609707,0.00139133619225551,-0.0036521579908287416,18.719999313354492,1.0312000513076782,0.18817277489705475,-0.7314810990649021,-1379800.0,-0.31619955542315004,0.000829490392665464,-0.005841774338675276,0.01974807584860283,-0.002353887209502581,-0.0005814889861387451,0.005069022372733656,-248537.23233867262,-1.2815566361154682,1
