Date,Open,High,Low,Volume,Gas Close,Oil Close,SU Close,TSX Close,Enb Close,Target Close
2010-01-05,14.802463259890294,14.92533124203298,14.707241686897834,1219800.0,5.63700008392334,81.7699966430664,28.84589195251465,11888.099609375,14.897686004638672,14.559791564941406
2010-01-06,14.928392933771173,15.051260837884547,14.46764005097879,2693000.0,6.008999824523926,83.18000030517578,29.233198165893555,11944.5,14.559791564941406,14.513723373413086
2010-01-07,14.5720850138233,14.608946107324705,14.295633843097473,2365600.0,5.806000232696533,82.66000366210938,28.912925720214844,11887.5,14.513723373413086,14.53829288482666
2010-01-08,14.526005857505732,14.590510993307475,14.464571892656512,1656800.0,5.749000072479248,82.75,28.81609344482422,11953.7998046875,14.53829288482666,14.436924934387207
2010-01-11,14.599723925706906,14.599723925706906,14.375490976911099,1818400.0,5.453999996185303,82.5199966430664,28.734172821044922,11947.099609375,14.436924934387207,14.427713394165039
2010-01-12,14.39085230859549,14.495289707531478,14.38163762308087,1212400.0,5.591000080108643,80.79000091552734,28.205366134643555,11820.2001953125,14.427713394165039,14.344773292541504
2010-01-13,14.403134902423908,14.42463660984138,14.286410510903929,1320600.0,5.732999801635742,79.6500015258789,28.063867568969727,11853.599609375,14.344773292541504,14.24341106414795
2010-01-14,14.424640628409183,14.424640628409183,14.215765836658761,1327800.0,5.5879998207092285,79.38999938964844,27.944700241088867,11804.400390625,14.24341106414795,14.255699157714844
2010-01-15,14.252627986322299,14.326347817299274,14.224982756767035,1249200.0,5.690999984741211,78.0,27.341407775878906,11685.400390625,14.255699157714844,14.483000755310059
2010-01-19,14.501426769599423,14.501426769599423,14.338627815246582,1879000.0,5.557000160217285,79.0199966430664,27.505264282226562,11763.400390625,14.338627815246582,14.618156433105469
2010-01-20,14.360134714362218,14.630443460606442,14.360134714362218,2245800.0,5.495999813079834,77.62000274658203,27.266931533813477,11679.2998046875,14.618156433105469,14.596658706665039
2010-01-21,14.565941129524772,14.630447455641457,14.378569181870036,1306800.0,5.614999771118164,76.08000183105469,26.700881958007812,11469.099609375,14.596658706665039,14.329419136047363
2010-01-22,14.547508613750267,14.547508613750267,14.261841652686547,3284800.0,5.818999767303467,74.54000091552734,26.216772079467773,11343.400390625,14.329419136047363,14.338627815246582
2010-01-25,14.301767917832827,14.4369216561866,14.206545246779367,1283400.0,5.7220001220703125,75.26000213623047,26.16463279724121,11354.5,14.338627815246582,14.26798152923584
2010-01-26,14.344773678293347,14.393920606819943,14.206547575638794,1178400.0,5.485000133514404,74.70999908447266,26.09015464782715,11361.2001953125,14.26798152923584,14.335561752319336
2010-01-27,14.218838497427292,14.335561752319336,14.206551468989542,1763200.0,5.27400016784668,73.66999816894531,25.851823806762695,11344.099609375,14.335561752319336,14.357065200805664
2010-01-28,14.400068630268132,14.43692854527088,14.175835625388423,942000.0,5.138000011444092,73.63999938964844,25.583694458007812,11274.2001953125,14.357065200805664,14.255699157714844
2010-01-29,14.335562503232499,14.40928350596506,14.197337527211774,1335600.0,5.13100004196167,72.88999938964844,25.144258499145508,11094.2998046875,14.255699157714844,14.271056175231934
2010-02-01,14.23726743393681,14.384709427180166,14.16354760907062,1428000.0,5.434000015258789,74.43000030517578,25.948638916015625,11317.599609375,14.271056175231934,14.4031343460083
2010-02-02,14.338629226247814,14.489141172355616,14.224977181180986,1392600.0,5.453999996185303,77.2300033569336,24.46650505065918,11408.2998046875,14.4031343460083,14.636581420898438
2010-02-03,14.547502262948237,14.737946429932638,14.436921400907297,1744400.0,5.419000148773193,76.9800033569336,24.339885711669922,11390.5,14.636581420898438,14.51986312866211
2010-02-04,14.578224753957908,14.648873407238764,14.464572674484835,1398200.0,5.415999889373779,73.13999938964844,23.617441177368164,11128.7998046875,14.51986312866211,14.406210899353027
2010-02-05,14.62430037091982,14.63351505593503,14.286414135377925,1969000.0,5.514999866485596,71.19000244140625,23.75895118713379,11223.099609375,14.406210899353027,14.360135078430176
2010-02-08,14.412353189000026,14.43078373071875,14.326346337823583,1693200.0,5.401000022888184,71.88999938964844,23.297176361083984,11115.2998046875,14.360135078430176,14.430778503417969
2010-02-09,14.360129876720643,14.433850845135918,14.292552419986226,1389400.0,5.289999961853027,73.75,23.72171401977539,11274.2001953125,14.430778503417969,14.373440742492676
2010-02-10,14.45713355399808,14.460233944675643,14.286648722762294,1087600.0,5.291999816894531,74.5199966430664,23.27483367919922,11286.2998046875,14.373440742492676,14.367238998413086
2010-02-11,14.311443799073615,14.4261345879672,14.311443799073615,2407000.0,5.395999908447266,75.27999877929688,23.245037078857422,11435.5,14.367238998413086,14.528424263000488
2010-02-12,14.367238271118467,14.528424263000488,14.361039855907775,1606200.0,5.4679999351501465,74.12999725341797,22.97691535949707,11469.7998046875,14.528424263000488,14.491226196289062
2010-02-16,14.553220983351865,14.568719384504513,14.35173822101081,1036000.0,5.309999942779541,77.01000213623047,23.49826431274414,11586.400390625,14.491226196289062,14.62761116027832
2010-02-17,14.537719976722542,14.63691114526492,14.485024003305154,1586600.0,5.386000156402588,77.33000183105469,23.43123435974121,11635.5,14.62761116027832,14.435436248779297
2010-02-18,14.568724675513181,14.605921088278816,14.42923664957625,1974400.0,5.171999931335449,79.05999755859375,23.5950927734375,11694.7998046875,14.435436248779297,14.373440742492676
2010-02-19,14.45713355399808,14.503629954540832,14.345543138657542,1399400.0,5.044000148773193,79.80999755859375,23.781291961669922,11709.2998046875,14.373440742492676,14.320746421813965
2010-02-22,14.3889396472001,14.481932451508458,14.30214762446177,1391800.0,4.894999980926514,80.16000366210938,23.49826431274414,11634.7998046875,14.320746421813965,14.289746284484863
2010-02-23,14.286647076616985,14.357940682102674,14.26804828205237,1298800.0,4.7779998779296875,78.86000061035156,22.97691535949707,11526.7001953125,14.289746284484863,14.342438697814941
2010-02-24,14.29904270378211,14.351737501549932,14.289742717594965,1082800.0,4.815999984741211,80.0,22.86519432067871,11521.7998046875,14.342438697814941,14.485025405883789
2010-02-25,14.326939835228272,14.52222180207589,14.30214144946546,1599400.0,4.767000198364258,78.16999816894531,22.74603271484375,11631.400390625,14.485025405883789,14.45712661743164
2010-02-26,14.48192500114347,14.48192500114347,14.382733831200188,1577000.0,4.813000202178955,79.66000366210938,22.64920425415039,11629.599609375,14.45712661743164,14.633817672729492
2010-03-01,14.488131240204064,14.66791487474158,14.407537638638665,1050600.0,4.678999900817871,78.69999694824219,22.78326416015625,11728.099609375,14.633817672729492,14.528424263000488
2010-03-02,14.590419057178549,14.61831665543606,14.48502826181155,905200.0,4.708000183105469,79.68000030517578,23.163110733032227,11828.2998046875,14.528424263000488,14.568718910217285
2010-03-03,14.568718910217283,14.596616504364723,14.494324931673388,891600.0,4.756999969482422,80.87000274658203,23.63384246826172,11852.900390625,14.568718910217285,14.63071060180664
2010-03-04,14.568715829870001,14.68960498479789,14.537719035127642,1971800.0,4.574999809265137,80.20999908447266,23.589014053344727,11825.0,14.63071060180664,14.757804870605469
2010-03-05,14.65861367139674,14.801200872452743,14.615217669549466,1415400.0,4.5929999351501465,81.5,23.820642471313477,11975.099609375,14.757804870605469,14.832197189331055
2010-03-08,14.80739998157335,14.853895189538669,14.733005993395583,1240000.0,4.5269999504089355,81.87000274658203,23.932723999023438,11963.7998046875,14.832197189331055,14.974784851074219
2010-03-09,14.856994868121536,14.987182863133235,14.856994868121536,1674000.0,4.515999794006348,81.48999786376953,23.454517364501953,11918.7001953125,14.974784851074219,14.934488296508789
2010-03-10,14.928288699155024,15.002682684947917,14.860094310715896,1884600.0,4.559000015258789,82.08999633789062,23.57406997680664,11961.099609375,14.934488296508789,14.980987548828125
2010-03-11,14.897294742234097,14.980987548828125,14.875596738574814,865000.0,4.440000057220459,82.11000061035156,23.626379013061523,11979.7001953125,14.980987548828125,15.015084266662598
2010-03-12,15.015084266662596,15.018184657302664,14.887995446828956,1610600.0,4.400000095367432,81.23999786376953,23.790752410888672,12013.7998046875,15.015084266662598,15.05228328704834
2010-03-15,14.92209406422868,15.08637931015444,14.909694865397725,1482400.0,4.390999794006348,79.80000305175781,23.1929988861084,12008.7998046875,15.05228328704834,15.179366111755371
2010-03-16,15.05537653741961,15.179366111755371,14.962384947893895,1027400.0,4.3470001220703125,81.69999694824219,23.432100296020508,12089.400390625,15.179366111755371,15.160765647888184
2010-03-17,15.188663239912637,15.247557630874446,15.104970463839276,1793400.0,4.302999973297119,82.93000030517578,23.999967575073242,12100.7001953125,15.160765647888184,15.111170768737793
2010-03-18,15.170065162461386,15.287855132360711,15.061575178641048,982000.0,4.085000038146973,82.19999694824219,24.00745391845703,12040.0,15.111170768737793,15.02747917175293
2010-03-19,15.108072751037325,15.12977074950953,14.869393585390823,5502400.0,4.169000148773193,80.68000030517578,23.372325897216797,11948.0,15.02747917175293,15.095673561096191
