Date,Open,High,Low,Volume,Oil Close,Gold Close,CAD Close,TSX Close,Bar Close
2010-01-04,36.22649387833448,36.602875137469496,35.78168500264324,3070100.0,81.51000213623047,1117.699951171875,1.0410000085830688,11866.900390625,35.99553680419922
2010-01-05,36.14093764236081,36.45743724768596,35.661908655100525,2996000.0,81.7699966430664,1118.0999755859375,1.0394999980926514,11888.099609375,36.33768081665039
2010-01-06,36.662736299630126,37.42404783637405,36.465993125435915,2944700.0,83.18000030517578,1135.9000244140625,1.0319000482559204,11944.5,36.936466217041016
2010-01-07,36.6969444390601,36.78248379379879,36.22646819864564,2420100.0,82.66000366210938,1133.0999755859375,1.034000039100647,11887.5,36.47453689575195
2010-01-08,36.825274665598585,36.84238319901642,36.08962404422726,2648000.0,82.75,1138.199951171875,1.0298000574111938,11953.7998046875,36.56010055541992
2010-01-11,37.62935559155669,37.63790822583576,36.53443240606616,2363100.0,82.5199966430664,1150.699951171875,1.0338000059127808,11947.099609375,36.782501220703125
2010-01-12,36.58575181143878,36.8252646881566,35.52504586875464,3054900.0,80.79000091552734,1128.9000244140625,1.039199948310852,11820.2001953125,35.8586540222168
2010-01-13,35.84155342415034,35.995526940125906,35.02891614830566,3133000.0,79.6500015258789,1136.4000244140625,1.0307999849319458,11853.599609375,35.88432312011719
2010-01-14,35.85866109011314,35.92709521873159,35.11445788854127,2529000.0,79.38999938964844,1142.5999755859375,1.0233999490737915,11804.400390625,35.39674377441406
2010-01-15,35.242760094634676,35.319746835590976,34.64397469420994,3050700.0,78.0,1130.0999755859375,1.0290000438690186,11685.400390625,34.66108322143555
2010-01-19,34.66107805334649,35.02034728216228,34.41300934023992,2625700.0,79.0199966430664,1139.699951171875,1.0317000150680542,11763.400390625,34.994686126708984
2010-01-20,34.4130087933904,34.60975192934656,33.4036286954467,6848500.0,77.62000274658203,1112.300048828125,1.045199990272522,11679.2998046875,33.95964431762695
2010-01-21,33.8741216952849,33.8741216952849,32.65088921477168,5372000.0,76.08000183105469,1102.699951171875,1.0506000518798828,11469.099609375,32.77064895629883
2010-01-22,32.72786992663615,33.83990162158304,32.60811347040955,4752100.0,74.54000091552734,1089.199951171875,1.0573999881744385,11343.400390625,33.07003402709961
2010-01-25,33.57472633279431,33.61749603218683,32.565345764160156,3201800.0,75.26000213623047,1095.199951171875,1.0569000244140625,11354.5,32.565345764160156
2010-01-26,32.590996884113494,33.343755761215306,32.54822719790589,4010400.0,74.70999908447266,1097.9000244140625,1.0621000528335571,11361.2001953125,32.83051300048828
2010-01-27,32.77919337775245,32.99304511078221,32.15474670887976,4099700.0,73.66999816894531,1084.4000244140625,1.063599944114685,11344.099609375,32.53968048095703
2010-01-28,32.924614755675734,32.94172002303499,31.77836931861239,4269700.0,73.63999938964844,1083.5999755859375,1.066100001335144,11274.2001953125,32.77919387817383
2010-01-29,32.59956675750558,33.11280973830467,31.675725476324065,4780200.0,72.88999938964844,1083.0,1.0700000524520874,11094.2998046875,31.75271224975586
2010-02-01,32.16331092173213,33.18980026245117,32.129097112099906,3382400.0,74.43000030517578,1104.300048828125,1.0616999864578247,11317.599609375,33.18980026245117
2010-02-02,33.50629198213341,33.5747261112049,32.667993479720906,3194700.0,77.2300033569336,1117.4000244140625,1.0571800470352173,11408.2998046875,32.762088775634766
2010-02-03,32.702206540668236,33.15557116934735,32.539680398699126,3160000.0,76.9800033569336,1111.4000244140625,1.0618000030517578,11390.5,32.54823303222656
2010-02-04,32.0777592008246,32.1119762604539,30.991392030982464,6101600.0,73.13999938964844,1062.4000244140625,1.0720000267028809,11128.7998046875,31.179582595825195
2010-02-05,31.179578693539973,33.01870136634051,30.803197610960552,6897900.0,71.19000244140625,1052.199951171875,1.0708999633789062,11223.099609375,32.8903923034668
2010-02-08,32.56533299868141,32.79629320060823,31.65860071664847,3171600.0,71.88999938964844,1065.699951171875,1.0745799541473389,11115.2998046875,31.68426513671875
2010-02-09,32.24883903498504,32.93316386527623,31.975109102868558,5023800.0,73.75,1076.699951171875,1.067199945449829,11274.2001953125,32.80485153198242
2010-02-10,32.676539440041076,32.73641765320943,31.932336459864523,3280500.0,74.5199966430664,1075.800048828125,1.062000036239624,11286.2998046875,32.419918060302734
2010-02-11,32.667992173949706,33.36087301906849,32.257397205289266,3394700.0,75.27999877929688,1094.199951171875,1.0501999855041504,11435.5,33.309547424316406
2010-02-12,32.79630935495273,33.13847351074219,32.59101020885522,3802100.0,74.12999725341797,1089.5,1.0504499673843384,11469.7998046875,33.13847351074219
2010-02-16,33.78857799653618,33.916890357466784,33.36942711219924,3389400.0,77.01000213623047,1119.300048828125,1.0434000492095947,11586.400390625,33.38653564453125
2010-02-17,33.55763542174493,34.164973956145225,33.403661812584204,3820700.0,77.33000183105469,1119.5,1.0462000370025635,11635.5,33.916908264160156
2010-02-18,34.01098229119823,35.208553445987,33.92544289290712,4689800.0,79.05999755859375,1118.0,1.0503100156784058,11694.7998046875,35.020362854003906
2010-02-19,34.74661511118189,35.64479138682278,34.66962838680597,5129800.0,79.80999755859375,1121.300048828125,1.039199948310852,11709.2998046875,35.07167053222656
2010-02-22,35.19999848254283,35.285537875174576,34.19917062053435,2524600.0,80.16000366210938,1112.5999755859375,1.042199969291687,11634.7998046875,34.27615737915039
2010-02-23,34.21627541553023,34.37880154903141,33.395085588705896,3404600.0,78.86000061035156,1102.699951171875,1.0549999475479126,11526.7001953125,33.6773681640625
2010-02-24,33.506286992350674,34.0451942576181,32.98449151992169,3901900.0,80.0,1096.5,1.0527000427246094,11521.7998046875,33.11280059814453
2010-02-25,33.018698304873354,34.21626902603153,32.68509020396838,5170500.0,78.16999816894531,1107.800048828125,1.0608999729156494,11631.400390625,33.95109176635742
2010-02-26,34.33605610667054,34.33605610667054,33.69450048954106,3927900.0,79.66000366210938,1118.300048828125,1.0514999628067017,11629.599609375,33.916908264160156
2010-03-01,34.216282576015104,34.3531475757944,33.46352344566945,4243900.0,78.69999694824219,1117.800048828125,1.0413999557495117,11728.099609375,34.25905227661133
