Date,Open,tomo prediction,Pos,prediction,last
2020-04-16,713.989990234375,1,1,1.0,1.0
2020-04-17,760.3400268554688,1,1,1.0,1.0
2020-04-20,824.7999877929688,1,0,1.0,1.0
2020-04-21,917.8099975585938,1,1,1.0,1.0
2020-04-22,874.0,1,0,1.0,1.0
2020-04-23,893.8900146484375,1,1,1.0,1.0
2020-04-24,875.2000122070312,0,0,1.0,1.0
2020-04-27,934.9099731445312,1,1,0.0,1.0
2020-04-28,886.260009765625,1,1,1.0,0.0
2020-04-29,886.5399780273438,1,0,1.0,1.0
2020-04-30,867.3499755859375,1,0,1.0,1.0
2020-05-01,862.0399780273438,1,1,1.0,1.0
2020-05-04,876.469970703125,1,1,1.0,1.0
2020-05-05,940.0,1,1,1.0,1.0
2020-05-06,941.0,1,0,1.0,1.0
2020-05-07,1014.7999877929688,1,0,1.0,1.0
2020-05-08,984.7999877929688,1,1,1.0,1.0
2020-05-11,985.1900024414062,1,1,1.0,1.0
2020-05-12,1078.7099609375,1,1,1.0,1.0
2020-05-13,1050.0,1,0,1.0,1.0
2020-05-14,1059.199951171875,1,1,1.0,1.0
2020-05-15,1061.8699951171877,1,0,1.0,1.0
2020-05-19,1040.0,0,1,1.0,1.0
2020-05-20,1064.2099609375,1,1,0.0,1.0
2020-05-21,1100.1400146484377,1,1,1.0,0.0
2020-05-22,1127.22998046875,1,0,1.0,1.0
2020-05-26,1172.31005859375,1,0,1.0,1.0
2020-05-27,1037.449951171875,0,0,1.0,1.0
2020-05-28,1003.989990234375,1,1,0.0,1.0
2020-05-29,1042.0,1,0,1.0,0.0
2020-06-01,1035.5999755859377,1,1,1.0,1.0
2020-06-02,1030.22998046875,1,0,1.0,1.0
2020-06-03,1058.989990234375,1,0,1.0,1.0
2020-06-04,1031.2099609375,1,0,1.0,1.0
2020-06-05,972.989990234375,0,0,1.0,1.0
2020-06-08,961.0,1,1,0.0,1.0
2020-06-09,997.6599731445312,1,1,1.0,0.0
2020-06-10,1015.2899780273438,0,0,1.0,1.0
2020-06-11,987.010009765625,1,1,0.0,1.0
2020-06-12,1010.0,0,1,1.0,0.0
2020-06-15,1053.969970703125,1,0,0.0,1.0
2020-06-16,1097.75,0,1,1.0,0.0
2020-06-17,1101.25,1,1,0.0,1.0
2020-06-18,1130.93994140625,0,1,1.0,0.0
2020-06-19,1188.3900146484375,1,1,0.0,1.0
2020-06-22,1206.1600341796875,1,1,1.0,0.0
2020-06-23,1245.0,1,0,1.0,1.0
2020-06-24,1234.219970703125,1,1,1.0,1.0
2020-06-25,1211.780029296875,0,0,1.0,1.0
2020-06-26,1251.010009765625,1,1,0.0,1.0
2020-06-29,1253.3599853515625,0,1,1.0,0.0
2020-06-30,1263.0,1,1,0.0,1.0
2020-07-02,1410.7900390625,1,0,1.0,0.0
2020-07-06,1418.010009765625,1,1,1.0,1.0
2020-07-07,1335.0,1,0,1.0,1.0
2020-07-08,1394.489990234375,1,1,1.0,1.0
2020-07-09,1384.8599853515625,1,0,1.0,1.0
2020-07-10,1417.989990234375,1,0,1.0,1.0
2020-07-13,1409.81005859375,1,1,1.0,1.0
2020-07-14,1315.469970703125,0,0,1.0,1.0
2020-07-15,1327.0999755859375,1,0,0.0,1.0
2020-07-16,1278.1199951171875,1,1,1.0,0.0
2020-07-17,1266.2900390625,1,1,1.0,1.0
2020-07-20,1260.989990234375,0,0,1.0,1.0
2020-07-21,1378.7900390625,1,1,0.0,1.0
2020-07-22,1300.5400390625,0,0,1.0,0.0
2020-07-23,1295.1700439453125,1,1,0.0,1.0
2020-07-24,1215.0,0,1,1.0,0.0
2020-07-27,1274.0799560546875,1,1,0.0,1.0
2020-07-28,1347.199951171875,1,1,1.0,0.0
2020-07-29,1469.800048828125,1,1,1.0,1.0
2020-07-30,1390.0,0,0,1.0,1.0
2020-07-31,1439.800048828125,1,1,0.0,1.0
2020-08-04,1438.0,1,1,1.0,0.0
2020-08-05,1431.18994140625,1,0,1.0,1.0
2020-08-06,1453.6199951171875,0,0,1.0,1.0
2020-08-07,1449.56005859375,1,0,0.0,1.0
2020-08-10,1414.3199462890625,1,0,1.0,0.0
2020-08-11,1322.6400146484375,1,1,1.0,1.0
2020-08-12,1297.25,1,1,1.0,1.0
2020-08-13,1325.5,1,0,1.0,1.0
2020-08-14,1322.97998046875,1,1,1.0,1.0
2020-08-17,1327.989990234375,1,1,1.0,1.0
2020-08-18,1348.449951171875,0,0,1.0,1.0
2020-08-19,1344.5899658203125,1,1,0.0,1.0
2020-08-20,1330.0,0,0,1.0,0.0
2020-08-21,1370.3399658203125,1,0,0.0,1.0
2020-08-24,1366.7900390625,0,1,1.0,0.0
2020-08-25,1303.72998046875,0,1,0.0,1.0
2020-08-26,1375.530029296875,0,0,0.0,0.0
2020-08-27,1426.989990234375,1,0,0.0,0.0
2020-08-28,1398.2099609375,1,1,1.0,0.0
2020-08-31,1358.8900146484375,1,1,1.0,1.0
2020-09-01,1402.9599609375,1,0,1.0,1.0
2020-09-02,1502.0,1,0,1.0,1.0
2020-09-03,1373.780029296875,1,0,1.0,1.0
2020-09-04,1309.7900390625,1,0,1.0,1.0
2020-09-08,1214.7900390625,1,1,1.0,1.0
2020-09-09,1253.6300048828125,0,0,1.0,1.0
2020-09-10,1271.010009765625,1,0,0.0,1.0
2020-09-11,1240.239990234375,0,1,1.0,0.0
2020-09-14,1224.8900146484375,1,0,0.0,1.0
2020-09-15,1232.739990234375,1,0,1.0,0.0
2020-09-16,1230.199951171875,1,0,1.0,1.0
2020-09-17,1134.2099609375,0,1,1.0,1.0
2020-09-18,1165.6300048828125,1,1,0.0,1.0
2020-09-21,1162.989990234375,1,1,1.0,0.0
2020-09-22,1256.3599853515625,1,0,1.0,1.0
2020-09-23,1267.6400146484375,1,0,1.0,1.0
2020-09-24,1211.0,1,1,1.0,1.0
2020-09-25,1217.52001953125,0,1,1.0,1.0
2020-09-28,1299.989990234375,1,1,0.0,1.0
2020-09-29,1295.2099609375,1,0,1.0,0.0
2020-09-30,1391.8900146484375,1,1,1.0,1.0
2020-10-01,1373.0,1,0,1.0,1.0
2020-10-02,1359.010009765625,1,1,1.0,1.0
2020-10-05,1373.93994140625,0,0,1.0,1.0
2020-10-06,1410.8399658203125,1,1,0.0,1.0
2020-10-07,1405.550048828125,0,0,1.0,0.0
2020-10-08,1435.719970703125,1,1,0.0,1.0
2020-10-09,1412.989990234375,0,1,1.0,0.0
2020-10-13,1439.02001953125,1,0,0.0,1.0
2020-10-14,1463.989990234375,1,1,1.0,0.0
2020-10-15,1399.010009765625,1,0,1.0,1.0
2020-10-16,1430.4100341796875,1,0,1.0,1.0
2020-10-19,1409.800048828125,1,0,1.0,1.0
2020-10-20,1412.6300048828125,1,0,1.0,1.0
2020-10-21,1389.31005859375,1,0,1.0,1.0
2020-10-22,1349.300048828125,0,1,1.0,1.0
2020-10-23,1312.3599853515625,1,1,0.0,1.0
2020-10-26,1348.6800537109375,1,1,1.0,0.0
2020-10-27,1402.2099609375,1,0,1.0,1.0
2020-10-28,1397.760009765625,1,0,1.0,1.0
2020-10-29,1405.7900390625,1,0,1.0,1.0
2020-10-30,1292.199951171875,0,0,1.0,1.0
2020-11-02,1242.800048828125,0,1,0.0,1.0
2020-11-03,1207.8199462890625,0,1,0.0,0.0
2020-11-04,1289.010009765625,0,1,0.0,0.0
2020-11-05,1348.97998046875,0,1,0.0,0.0
2020-11-06,1340.2099609375,0,0,0.0,0.0
2020-11-09,1284.6700439453125,1,0,0.0,0.0
2020-11-10,1175.47998046875,1,1,1.0,0.0
2020-11-11,1175.4300537109375,0,0,1.0,1.0
2020-11-12,1242.739990234375,1,0,0.0,1.0
2020-11-13,1225.5,1,0,1.0,0.0
2020-11-16,1169.4000244140625,0,0,1.0,1.0
2020-11-17,1203.0699462890625,1,1,0.0,1.0
2020-11-18,1192.3800048828125,1,1,1.0,0.0
2020-11-19,1239.22998046875,1,1,1.0,1.0
2020-11-20,1273.77001953125,1,0,1.0,1.0
2020-11-23,1288.9100341796875,1,0,1.0,1.0
2020-11-24,1285.68994140625,1,1,1.0,1.0
2020-11-25,1265.010009765625,1,1,1.0,1.0
2020-11-27,1343.1800537109375,1,1,1.0,1.0
2020-11-30,1360.0,1,0,1.0,1.0
2020-12-01,1402.1099853515625,1,1,1.0,1.0
2020-12-02,1365.9599609375,1,0,1.0,1.0
2020-12-03,1399.7900390625,1,0,1.0,1.0
2020-12-04,1372.1400146484375,0,1,1.0,1.0
2020-12-07,1352.0699462890625,1,1,0.0,1.0
2020-12-08,1386.4300537109375,1,0,1.0,0.0
2020-12-09,1400.2099609375,1,1,1.0,1.0
2020-12-10,1300.010009765625,0,0,1.0,1.0
2020-12-11,1364.7900390625,1,1,0.0,1.0
2020-12-14,1353.0899658203125,1,1,1.0,0.0
2020-12-15,1340.2099609375,1,1,1.0,1.0
2020-12-16,1364.81005859375,1,1,1.0,1.0
2020-12-17,1480.0,1,0,1.0,1.0
2020-12-18,1505.6700439453125,1,1,1.0,1.0
2020-12-21,1485.199951171875,1,1,1.0,1.0
2020-12-22,1551.1099853515625,1,0,1.0,1.0
2020-12-23,1630.2099609375,1,1,1.0,1.0
2020-12-24,1556.1099853515625,1,0,1.0,1.0
2020-12-29,1498.6199951171875,1,0,1.0,1.0
2020-12-30,1507.7099609375,1,0,1.0,1.0
2020-12-31,1481.1199951171875,1,0,1.0,1.0
2021-01-04,1452.5,1,1,1.0,1.0
2021-01-05,1400.989990234375,1,0,1.0,1.0
2021-01-06,1393.25,1,1,1.0,1.0
2021-01-07,1410.4100341796875,1,1,1.0,1.0
2021-01-08,1491.219970703125,1,0,1.0,1.0
2021-01-11,1500.010009765625,1,1,1.0,1.0
2021-01-12,1524.4300537109375,1,1,1.0,1.0
2021-01-13,1520.0899658203125,0,0,1.0,1.0
2021-01-14,1560.2099609375,1,1,0.0,1.0
2021-01-15,1505.3800048828125,1,0,1.0,0.0
2021-01-19,1511.8399658203125,0,1,1.0,1.0
2021-01-20,1495.1600341796875,0,0,0.0,1.0
