Date,Open,High,Low,High/Close,Low/Close,Spread,Spread Change,Volume,Volume Diff,Volume change,Return ewm,Oil Close,Oil Return,Gold Close,gld Return,CAD Close,Cad Return,TSX Close,Tsx Return,Return,Bar Close,Day of the Week,Pos
2010-01-05,36.14093764236081,36.45743724768596,35.661908655100525,0.003295654217445154,-0.018597008569688822,0.7955285925854341,-0.031249209108251574,2996000,-74100.0,-0.024136021627960025,0.00950517877569923,81.7699966430664,0.003189725187362935,1118.0999755859375,0.00035789964349830505,1.0394999980926514,-0.0014409322555714033,11888.099609375,0.0017864158332994151,0.00950517877569923,36.33768081665039,1,1
2010-01-06,36.662736299630126,37.42404783637405,36.465993125435915,0.013200548652055,-0.012737360657096186,0.9580547109381357,0.20429953098794185,2944700,-51300.0,-0.01712283044058749,0.014153966521448142,83.18000030517578,0.01724353332511641,1135.9000244140625,0.015919908073333877,1.0319000482559204,-0.007311159067509232,11944.5,0.0027723682397782965,0.0164783603943226,36.936466217041016,2,0
2010-01-07,36.6969444390601,36.78248379379879,36.22646819864564,0.008442791170371278,-0.006801147272008423,0.5560155951531485,-0.41964108228360664,2420100,-524600.0,-0.1781505756104187,-0.0036193783307519245,82.66000366210938,-0.006251462384691209,1133.0999755859375,-0.0024650486556414553,1.034000039100647,0.0020350719512765014,11887.5,0.00025755521732633816,-0.01250605075685196,36.47453689575195,3,1
2010-01-08,36.825274665598585,36.84238319901642,36.08962404422726,0.007721057636824513,-0.012868578150639687,0.7527591547891603,0.35384539813459903,2648000,227900.0,0.09416966241064428,0.00035743813081644043,82.75,0.0010887531321497335,1138.199951171875,0.004500905212093231,1.0298000574111938,-0.004061877689198301,11953.7998046875,0.0020307936902750675,0.002345846361600623,36.56010055541992,4,1
2010-01-11,37.62935559155669,37.63790822583576,36.53443240606616,0.023255813953488413,-0.006744207337845198,1.1034758197695993,0.465908202841679,2363100,-284900.0,-0.10759063444108763,0.004174581010586722,82.5199966430664,-0.0027794967605268006,1150.699951171875,0.010982253150801924,1.0338000059127808,0.003884199144096323,11947.099609375,0.0011670266026325186,0.006083152450471863,36.782501220703125,0,0
2010-01-12,36.58575181143878,36.8252646881566,35.52504586875464,0.026956133527514137,-0.009303420960961484,1.3002188194019624,0.17829389290418907,3054900,691800.0,0.29275104735305324,-0.01535279738672103,80.79000091552734,-0.02096456371686517,1128.9000244140625,-0.018944927159865954,1.039199948310852,0.00522339172682007,11820.2001953125,-0.0027625742136309058,-0.02511648658537491,35.8586540222168,1,1
2010-01-13,35.84155342415034,35.995526940125906,35.02891614830566,0.0030989526996645367,-0.023837901831063824,0.9666107918202442,-0.25657837173527576,3133000,78100.0,0.025565484958591123,-0.004640371737075956,79.6500015258789,-0.014110649544866294,1136.4000244140625,0.006643635253611446,1.0307999849319458,-0.008083106039949106,11853.599609375,-0.0008998422454583215,0.0007158410877465826,35.88432312011719,2,0
2010-01-14,35.85866109011314,35.92709521873159,35.11445788854127,0.014983057416170675,-0.007974911129448037,0.81263733019032,-0.15929209867393856,2529000,-604000.0,-0.1927864666453878,-0.010605144447018088,79.38999938964844,-0.0032643079880668724,1142.5999755859375,0.005455782329001346,1.0233999490737915,-0.007178925074046161,11804.400390625,-0.0019834188334583655,-0.013587530801989156,35.39674377441406,3,0
2010-01-15,35.242760094634676,35.319746835590976,34.64397469420994,0.019002972583040734,-0.0004935947072487457,0.6757721413810387,-0.16842099633452412,3050700,521700.0,0.20628706998813762,-0.017390570334265606,78.0,-0.01750849477685823,1130.0999755859375,-0.01093996172509093,1.0290000438690186,0.005472049124387146,11685.400390625,-0.004682608028008383,-0.020783283277889364,34.66108322143555,4,1
2010-01-19,34.66107805334649,35.02034728216228,34.41300934023992,0.0007332872013876557,-0.016621860369398056,0.6073379419223599,0.22413215350342552,2625700,1606800.0,1.576994798311905,0.006725994435100406,79.0199966430664,0.013076880039312844,1139.699951171875,0.008494802047013694,1.0317000150680542,0.006733091805000591,11763.400390625,-0.00047720153131428035,0.01463266318252554,34.994686126708984,1,0
2010-01-20,34.4130087933904,34.60975192934656,33.4036286954467,0.01914353417954273,-0.016372834090363275,1.2061232338998593,0.9859178072791082,6848500,4222800.0,1.6082568457935027,-0.017476077628611048,77.62000274658203,-0.017716957174880088,1112.300048828125,-0.02404132975137585,1.045199990272522,0.013085174961034785,11679.2998046875,-0.0027012487356748434,-0.02957711366046678,33.95964431762695,2,0
2010-01-21,33.8741216952849,33.8741216952849,32.65088921477168,0.03367259343742646,-0.003654481840956292,1.223232480513218,0.014185322139959045,5372000,-1476500.0,-0.21559465576403591,-0.029166698323837267,76.08000183105469,-0.01984025845187387,1102.699951171875,-0.008630852499165398,1.0506000518798828,0.005166534306944248,11469.099609375,-0.00780005615475828,-0.03501200867145038,32.77064895629883,3,1
2010-01-22,32.72786992663615,33.83990162158304,32.60811347040955,0.023279915401736684,-0.013967949241042055,1.2317881511734896,0.006994312852681928,4752100,-619900.0,-0.11539463886820556,-0.003631720271589216,74.54000091552734,-0.02024186223006552,1089.199951171875,-0.012242677607497088,1.0573999881744385,0.006472430952566777,11343.400390625,-0.008853309359358475,0.009135768754534812,33.07003402709961,4,0
2010-01-25,33.57472633279431,33.61749603218683,32.565345764160156,0.03230889288406136,0.0,1.052150268026672,-0.14583504718378848,3201800,-1550300.0,-0.32623471728288544,-0.011384703927748232,75.26000213623047,0.009659259617115667,1095.199951171875,0.005508630434241768,1.0569000244140625,-0.00047282368636980543,11354.5,-0.005576036866698543,-0.015261195755827739,32.565345764160156,0,1
2010-01-26,32.590996884113494,33.343755761215306,32.54822719790589,0.015633102069388727,-0.008598275713151193,0.7955285633094178,-0.24390214260796916,4010400,808600.0,0.2525454431882066,0.0016335120364070204,74.70999908447266,-0.007308039279114498,1097.9000244140625,0.0024653701265220374,1.0621000528335571,0.004920075976322824,11361.2001953125,-0.003520660704077891,0.008142620018484648,32.83051300048828,1,0
2010-01-27,32.77919337775245,32.99304511078221,32.15474670887976,0.01393266999319498,-0.011829672768377097,0.8382984019024491,0.05376279440565623,4099700,89300.0,0.02226710552563338,-0.005361232104484923,73.66999816894531,-0.013920504996278282,1084.4000244140625,-0.012296201566444842,1.063599944114685,0.0014121939615070467,11344.099609375,-0.002848831884714652,-0.008858604174930895,32.53968048095703,2,1
2010-01-28,32.924614755675734,32.94172002303499,31.77836931861239,0.004958210548593689,-0.030532311541310975,1.163350704422598,0.3877525017135539,4269700,170000.0,0.04146644876454375,0.0031200266901580177,73.63999938964844,-0.00040720483293732457,1083.5999755859375,-0.0007377801642500792,1.066100001335144,0.002350561632024073,11274.2001953125,-0.003953135228480412,0.007360656087479489,32.77919387817383,3,0
2010-01-29,32.59956675750558,33.11280973830467,31.675725476324065,0.04283405706733823,-0.002424573145948683,1.4370842619806048,0.235297538839647,4780200,510500.0,0.11956343537016645,-0.019836681608706355,72.88999938964844,-0.010184682322328054,1083.0,-0.000553687337998543,1.0700000524520874,0.003658241358277081,11094.2998046875,-0.007954363706347289,-0.03131503575813854,31.75271224975586,4,1
2010-02-01,32.16331092173213,33.18980026245117,32.129097112099906,0.0,-0.03195870845752813,1.0607031503512658,-0.2619060841363655,3382400,-1397800.0,-0.2924145433245471,0.023560271687726557,74.43000030517578,0.021127739448795424,1104.300048828125,0.019667635113688853,1.0616999864578247,-0.007757070642418817,11317.599609375,0.0014062360576747512,0.04525874833594301,33.18980026245117,0,0
2010-02-02,33.50629198213341,33.5747261112049,32.667993479720906,0.024804197959883867,-0.0028720786564695455,0.9067326314839974,-0.14515891540086312,3194700,-187700.0,-0.05549314096499525,-0.000737799581067863,77.2300033569336,0.037619280401415045,1117.4000244140625,0.011862695831480918,1.0571800470352173,-0.00425726615829336,11408.2998046875,0.0036088520786409545,-0.012886835215465076,32.762088775634766,1,0
2010-02-03,32.702206540668236,33.15557116934735,32.539680398699126,0.01865963465726228,-0.0002627679824882545,0.6158907706482211,-0.3207581272990828,3160000,-34700.0,-0.010861739756471644,-0.004597624460440825,76.9800033569336,-0.003237083893996129,1111.4000244140625,-0.005369607901294149,1.0618000030517578,0.004370074926685286,11390.5,0.0018858179087530692,-0.0065275369001273065,32.54823303222656,2,0
2010-02-04,32.0777592008246,32.1119762604539,30.991392030982464,0.02990398161242691,-0.006035698658388378,1.1205842294714365,0.8194528687157121,6101600,2941600.0,0.9308860759493671,-0.02956581823532902,73.13999938964844,-0.04988313587725102,1062.4000244140625,-0.04408853601189466,1.0720000267028809,0.009606351122440016,11128.7998046875,-0.006401222584118248,-0.04204991512277312,31.179582595825195,3,1
2010-02-05,31.179578693539973,33.01870136634051,30.803197610960552,0.0039011107465625194,-0.06345909994774501,2.215503755379956,0.9770970330583513,6897900,796300.0,0.1305067523272585,0.026724428140530658,71.19000244140625,-0.0266611562006408,1052.199951171875,-0.00960097233413848,1.0708999633789062,-0.001026178448295445,11223.099609375,-0.0014429841326345956,0.0548695513284605,32.8903923034668,4,0
2010-02-08,32.56533299868141,32.79629320060823,31.65860071664847,0.03509717075939878,-0.0008100052174017103,1.1376924839597642,-0.4864858697724701,3171600,-3726300.0,-0.5402078893576305,-0.01553926339867769,71.88999938964844,0.009832798486252736,1065.699951171875,0.012830261002164667,1.0745799541473389,0.003436353435685602,11115.2998046875,-0.004163713497977758,-0.03667110916828187,31.68426513671875,0,1
