Date,Open,High,Low,Volume,Vix Close,CRM Close,CAD Close,TSX Close,Shop Close
2015-05-21,35.029998779296875,35.29999923706055,30.0,270300.0,12.109999656677246,72.91000366210938,1.220639944076538,15203.599609375,31.25
2015-05-22,32.029998779296875,38.029998779296875,32.0,322800.0,12.130000114440918,75.01000213623047,1.219599962234497,15200.7998046875,34.939998626708984
2015-05-26,36.0,37.689998626708984,36.0,96800.0,14.0600004196167,73.56999969482422,1.2319300174713135,15050.7998046875,36.91999816894531
2015-05-27,38.0,38.15999984741211,33.630001068115234,135700.0,13.270000457763672,73.94999694824219,1.2424399852752686,15110.5,34.5
2015-05-28,34.599998474121094,34.599998474121094,33.13999938964844,38400.0,13.3100004196167,72.68000030517578,1.2453999519348145,15107.0,34.0
2015-05-29,33.709999084472656,34.25,33.349998474121094,22800.0,13.84000015258789,72.75,1.2425099611282349,15014.099609375,33.52000045776367
2015-06-01,33.619998931884766,34.380001068115234,33.43000030517578,11400.0,13.970000267028809,73.0999984741211,1.245609998703003,15074.099609375,34.2400016784668
2015-06-02,34.720001220703125,34.720001220703125,33.130001068115234,7300.0,14.239999771118164,72.9000015258789,1.2524399757385254,15104.7001953125,33.130001068115234
2015-06-03,33.97999954223633,34.2599983215332,33.0,29800.0,13.65999984741211,73.47000122070312,1.2413699626922607,15154.7001953125,34.189998626708984
2015-06-04,34.9900016784668,34.9900016784668,31.8799991607666,32200.0,14.710000038146973,72.20999908447266,1.2455999851226807,15019.400390625,33.45000076293945
2015-06-05,33.970001220703125,33.97999954223633,33.099998474121094,4300.0,14.210000038146973,73.55000305175781,1.249400019645691,14957.2001953125,33.97999954223633
2015-06-08,33.97999954223633,34.11000061035156,33.5,4800.0,15.289999961853027,71.83999633789062,1.2457000017166138,14743.2998046875,33.63999938964844
2015-06-09,33.290000915527344,34.9900016784668,33.0099983215332,12200.0,14.470000267028809,71.76000213623047,1.2410000562667847,14817.7001953125,34.9900016784668
2015-06-10,34.83000183105469,34.9900016784668,34.369998931884766,11600.0,13.220000267028809,73.02999877929688,1.2339999675750732,14889.0,34.5
2015-06-11,35.5,37.650001525878906,35.5,23900.0,12.850000381469727,72.4000015258789,1.2273999452590942,14830.900390625,37.650001525878906
2015-06-12,38.91999816894531,41.5,38.66999816894531,61800.0,13.779999732971191,71.7699966430664,1.2293000221252441,14741.2001953125,41.45000076293945
2015-06-15,42.0,46.9900016784668,41.36000061035156,87300.0,15.390000343322754,72.55999755859375,1.231469988822937,14756.099609375,43.5
2015-06-16,44.88999938964844,47.20000076293945,44.689998626708984,62300.0,14.8100004196167,73.4000015258789,1.231600046157837,14753.099609375,46.95000076293945
2015-06-17,48.79999923706055,51.91999816894531,47.0099983215332,106700.0,14.5,74.41999816894531,1.2295399904251099,14733.0,47.189998626708984
2015-06-18,47.20000076293945,47.20000076293945,42.0,83200.0,13.1899995803833,75.70999908447266,1.2229000329971313,14770.599609375,43.5
2015-06-19,44.439998626708984,44.724998474121094,40.0,56500.0,13.960000038146973,75.0,1.2228000164031982,14653.099609375,43.20000076293945
2015-06-22,44.689998626708984,47.4900016784668,44.68000030517578,43100.0,12.739999771118164,74.77999877929688,1.2273999452590942,14790.5,45.5
2015-06-23,47.130001068115234,47.20000076293945,43.40999984741211,27500.0,12.109999656677246,74.19999694824219,1.2313499450683594,14904.900390625,43.40999984741211
2015-06-24,44.4900016784668,46.220001220703125,42.5,22800.0,13.260000228881836,73.5,1.232319951057434,14947.5,44.599998474121094
2015-06-25,44.9900016784668,45.150001525878906,42.900001525878906,14400.0,14.010000228881836,73.61000061035156,1.2383999824523926,14897.5,43.29999923706055
2015-06-26,43.45000076293945,43.45000076293945,40.599998474121094,25000.0,14.020000457763672,72.33999633789062,1.2332099676132202,14808.099609375,41.20000076293945
2015-06-29,40.34000015258789,41.45000076293945,38.65999984741211,25400.0,18.850000381469727,70.0,1.2351000308990479,14490.2001953125,38.77000045776367
2015-06-30,38.9900016784668,42.7400016784668,38.9900016784668,22800.0,18.229999542236328,69.62999725341797,1.241189956665039,14553.2998046875,42.380001068115234
2015-07-02,39.68000030517578,40.060001373291016,38.599998474121094,28000.0,16.790000915527344,70.41999816894531,1.2591099739074707,14638.0,39.25
2015-07-06,38.45000076293945,39.95000076293945,38.45000076293945,9300.0,17.010000228881836,69.16000366210938,1.2614099979400635,14593.599609375,38.459999084472656
2015-07-07,38.459999084472656,39.0099983215332,36.40999984741211,23300.0,16.09000015258789,70.26000213623047,1.2659300565719604,14624.5,39.0099983215332
2015-07-08,39.0,39.0,37.04999923706055,24200.0,19.65999984741211,69.38999938964844,1.2716799974441528,14412.099609375,37.04999923706055
2015-07-09,37.650001525878906,38.5,36.70000076293945,8500.0,19.969999313354492,69.95999908447266,1.2728999853134155,14278.5,37.25
2015-07-10,38.41999816894531,38.5,37.150001525878906,13100.0,16.829999923706055,71.13999938964844,1.2709599733352661,14411.099609375,37.47999954223633
2015-07-13,38.0,39.54999923706055,38.0,14200.0,13.899999618530273,71.05000305175781,1.2696000337600708,14533.2001953125,38.75
2015-07-14,39.619998931884766,39.790000915527344,39.04999923706055,17200.0,13.369999885559082,71.79000091552734,1.2750999927520752,14599.400390625,39.45000076293945
2015-07-15,39.9900016784668,39.9900016784668,37.5,16400.0,13.229999542236328,71.36000061035156,1.2736999988555908,14662.2998046875,37.900001525878906
2015-07-16,38.0099983215332,38.470001220703125,37.5,5100.0,12.109999656677246,72.41999816894531,1.2927000522613525,14731.099609375,38.0
2015-07-17,38.5,41.900001525878906,38.0,39700.0,11.949999809265137,72.80999755859375,1.2968100309371948,14642.7998046875,41.900001525878906
2015-07-20,41.88999938964844,44.0,41.5,31200.0,12.25,72.7699966430664,1.298699975013733,14425.599609375,43.63999938964844
2015-07-21,44.15999984741211,44.88999938964844,41.72999954223633,24500.0,12.220000267028809,73.83000183105469,1.2995699644088745,14376.2001953125,43.0
2015-07-22,41.88999938964844,43.4900016784668,41.0,14000.0,12.119999885559082,73.87000274658203,1.2942999601364136,14307.099609375,42.060001373291016
2015-07-23,43.290000915527344,44.75,42.75,12400.0,12.640000343322754,72.20999908447266,1.3040800094604492,14265.400390625,42.83000183105469
2015-07-24,43.84000015258789,45.369998931884766,43.560001373291016,20200.0,13.739999771118164,73.91999816894531,1.3018499612808228,14186.2001953125,43.560001373291016
2015-07-27,42.9900016784668,43.90999984741211,41.81999969482422,10100.0,15.600000381469727,72.45999908447266,1.3041000366210938,14001.400390625,42.86000061035156
2015-07-28,42.86000061035156,44.58000183105469,42.540000915527344,11200.0,13.4399995803833,73.79000091552734,1.30377995967865,14077.400390625,44.25
2015-07-29,43.95000076293945,44.79999923706055,43.20000076293945,13900.0,12.5,73.87999725341797,1.292870044708252,14301.7998046875,44.52000045776367
2015-07-30,50.0,52.0,47.970001220703125,84800.0,12.130000114440918,73.36000061035156,1.2947700023651123,14382.7998046875,49.5
2015-07-31,48.02000045776367,49.720001220703125,47.7400016784668,25200.0,12.119999885559082,73.30000305175781,1.3005599975585938,14468.400390625,48.880001068115234
2015-08-04,50.68000030517578,53.5,50.400001525878906,44700.0,13.0,71.88999938964844,1.315809965133667,14491.099609375,50.400001525878906
2015-08-05,50.560001373291016,52.5,50.15999984741211,22300.0,12.510000228881836,72.52999877929688,1.319200038909912,14503.0,50.380001068115234
2015-08-06,49.97999954223633,50.75,46.2599983215332,42900.0,13.770000457763672,70.43000030517578,1.3169000148773193,14405.900390625,47.31999969482422
2015-08-07,47.529998779296875,47.529998779296875,45.0099983215332,17100.0,13.390000343322754,70.41000366210938,1.3113199472427368,14302.7001953125,46.5099983215332
2015-08-10,47.20000076293945,47.25,42.869998931884766,19800.0,12.229999542236328,71.2699966430664,1.3144999742507935,14466.400390625,43.060001373291016
2015-08-11,42.91999816894531,46.709999084472656,42.91999816894531,19600.0,13.710000038146973,71.62999725341797,1.3011200428009033,14414.7001953125,46.04999923706055
2015-08-12,45.599998474121094,45.599998474121094,43.83000183105469,11600.0,13.609999656677246,71.04000091552734,1.309999942779541,14339.5,45.2599983215332
2015-08-13,45.7400016784668,47.689998626708984,45.0,16400.0,13.489999771118164,71.4000015258789,1.297700047492981,14238.400390625,46.45000076293945
2015-08-14,47.18000030517578,47.18000030517578,44.79999923706055,13000.0,12.829999923706055,72.98999786376953,1.30649995803833,14277.900390625,45.474998474121094
2015-08-17,45.5099983215332,45.54999923706055,43.86000061035156,7100.0,13.020000457763672,74.04000091552734,1.3100299835205078,14251.5,45.36000061035156
2015-08-18,44.31999969482422,44.54999923706055,42.52000045776367,14300.0,13.789999961853027,72.58000183105469,1.309499979019165,14193.900390625,42.52000045776367
2015-08-19,42.25,42.25,40.27000045776367,28300.0,15.25,72.04000091552734,1.305899977684021,14036.599609375,40.90999984741211
2015-08-20,40.90999984741211,40.90999984741211,38.2599983215332,27800.0,19.139999389648438,67.81999969482422,1.312399983406067,13737.0,38.58000183105469
2015-08-21,37.75,39.29999923706055,36.0,29200.0,28.030000686645508,69.1500015258789,1.3076599836349487,13473.7001953125,36.68000030517578
2015-08-24,31.049999237060547,37.41999816894531,30.5,100900.0,40.7400016784668,65.16999816894531,1.3219000101089478,13052.7001953125,35.0
2015-08-25,37.54999923706055,39.5,35.88999938964844,43700.0,36.02000045776367,65.18000030517578,1.3285000324249268,13150.900390625,36.029998779296875
2015-08-26,37.90999984741211,37.9900016784668,35.099998474121094,29400.0,30.31999969482422,68.5199966430664,1.3345999717712402,13381.599609375,37.650001525878906
2015-08-27,37.79999923706055,39.150001525878906,37.279998779296875,22100.0,26.100000381469727,69.94000244140625,1.3300000429153442,13766.7001953125,37.56999969482422
2015-08-28,37.349998474121094,38.25,36.709999084472656,15900.0,26.049999237060547,70.25,1.319000005722046,13865.099609375,36.9900016784668
2015-08-31,37.0,37.88999938964844,36.0,14700.0,28.43000030517578,69.36000061035156,1.323799967765808,13859.099609375,36.709999084472656
2015-09-01,36.2400016784668,36.2400016784668,34.900001525878906,30700.0,31.399999618530273,66.62999725341797,1.3142999410629272,13481.900390625,34.97999954223633
2015-09-02,35.5,36.060001373291016,34.75,9800.0,26.09000015258789,67.9800033569336,1.3252999782562256,13545.2998046875,35.29999923706055
2015-09-03,35.29999923706055,36.81999969482422,35.29999923706055,8600.0,25.610000610351562,68.25,1.3265000581741333,13596.400390625,36.09000015258789
2015-09-04,36.400001525878906,36.400001525878906,35.0,5900.0,27.799999237060547,67.12999725341797,1.3187999725341797,13478.2998046875,35.5
2015-09-08,36.29999923706055,36.4900016784668,35.459999084472656,6500.0,24.899999618530273,70.76000213623047,1.3297200202941895,13630.7001953125,35.5099983215332
2015-09-09,36.0,37.689998626708984,34.369998931884766,26200.0,26.229999542236328,69.02999877929688,1.3200000524520874,13531.900390625,34.380001068115234
2015-09-10,34.43000030517578,35.0,34.0,7500.0,24.3700008392334,69.73999786376953,1.3279099464416504,13569.900390625,34.0
2015-09-11,34.880001068115234,35.0,34.04999923706055,6400.0,23.200000762939453,70.05000305175781,1.3234100341796875,13461.5,34.900001525878906
2015-09-14,34.599998474121094,36.0,34.5,8400.0,24.25,69.88999938964844,1.3247400522232056,13353.2998046875,36.0
2015-09-15,36.4900016784668,37.5,36.0,10700.0,22.540000915527344,71.2699966430664,1.3250999450683594,13462.7001953125,37.220001220703125
2015-09-16,37.84000015258789,38.70000076293945,37.459999084472656,5100.0,21.350000381469727,71.87999725341797,1.3243999481201172,13763.7998046875,38.09000015258789
2015-09-17,39.4900016784668,49.849998474121094,39.279998779296875,165200.0,21.139999389648438,72.31999969482422,1.3167999982833862,13787.2001953125,47.25
2015-09-18,47.5,48.75,45.040000915527344,99800.0,22.280000686645508,71.4000015258789,1.3174999952316284,13646.900390625,46.939998626708984
2015-09-21,46.099998474121094,48.81999969482422,45.79999923706055,61500.0,20.139999389648438,72.13999938964844,1.3219000101089478,13779.400390625,46.04999923706055
2015-09-22,45.47999954223633,45.779998779296875,43.630001068115234,52800.0,22.440000534057617,71.6500015258789,1.3249000310897827,13491.099609375,44.47999954223633
2015-09-23,45.13999938964844,46.0,43.83000183105469,32900.0,22.1299991607666,71.98999786376953,1.327299952507019,13383.7001953125,44.72999954223633
2015-09-24,44.619998931884766,45.5,42.880001068115234,60100.0,23.469999313354492,71.70999908447266,1.3324999809265137,13338.7001953125,44.459999084472656
2015-09-25,45.08000183105469,47.45000076293945,44.22999954223633,62700.0,23.6200008392334,72.44000244140625,1.333899974822998,13378.599609375,45.209999084472656
2015-09-28,45.09000015258789,45.209999084472656,43.47999954223633,64100.0,27.6299991607666,69.04000091552734,1.333400011062622,13004.599609375,44.25
2015-09-29,43.040000915527344,45.40999984741211,43.040000915527344,31300.0,26.829999923706055,68.37999725341797,1.3396999835968018,13037.0,45.25
2015-09-30,46.029998779296875,47.650001525878906,45.33000183105469,18200.0,24.5,69.43000030517578,1.3418999910354614,13307.0,46.65999984741211
2015-10-01,47.459999084472656,47.459999084472656,44.79999923706055,31900.0,22.549999237060547,72.91000366210938,1.3316999673843384,13241.900390625,46.380001068115234
2015-10-02,46.880001068115234,47.5,45.27000045776367,30600.0,20.940000534057617,73.93000030517578,1.3245699405670166,13339.7001953125,47.279998779296875
2015-10-05,47.470001220703125,51.290000915527344,47.43000030517578,91900.0,19.540000915527344,75.2699966430664,1.3166999816894531,13552.2001953125,48.0
2015-10-06,49.0,49.0,45.599998474121094,75300.0,19.399999618530273,74.41999816894531,1.3083000183105469,13647.2998046875,47.11000061035156
2015-10-07,46.970001220703125,48.709999084472656,46.84000015258789,46700.0,18.399999618530273,75.0,1.3043999671936035,13868.400390625,48.5
2015-10-08,49.58000183105469,50.849998474121094,47.88999938964844,66300.0,17.420000076293945,75.08999633789062,1.3065099716186523,13978.7001953125,49.720001220703125
2015-10-09,49.939998626708984,49.95000076293945,47.72999954223633,22800.0,17.079999923706055,75.25,1.2998499870300293,13964.400390625,47.95000076293945
2015-10-13,46.08000183105469,46.5,43.029998779296875,91100.0,17.670000076293945,76.62999725341797,1.3011000156402588,13844.7001953125,43.220001220703125
2015-10-14,44.220001220703125,44.83000183105469,41.90999984741211,61200.0,18.030000686645508,75.58000183105469,1.301800012588501,13875.2998046875,43.439998626708984
2015-10-15,43.5,44.31999969482422,43.0,19300.0,16.049999237060547,77.69999694824219,1.2920000553131104,13829.0,43.849998474121094
2015-10-16,44.25,44.5,43.27000045776367,25100.0,15.050000190734863,78.7699966430664,1.2853000164031982,13838.099609375,44.459999084472656
2015-10-19,45.36000061035156,45.36000061035156,43.2400016784668,33700.0,14.979999542236328,77.93000030517578,1.2916899919509888,13758.400390625,43.38999938964844
2015-10-20,43.599998474121094,43.599998474121094,40.5099983215332,59400.0,15.75,77.52999877929688,1.3020000457763672,13841.900390625,40.900001525878906
2015-10-21,41.04999923706055,42.619998931884766,40.86000061035156,46500.0,16.700000762939453,75.83000183105469,1.2985600233078003,13704.2001953125,42.0
2015-10-22,42.16999816894531,42.529998779296875,41.630001068115234,22900.0,14.449999809265137,77.37000274658203,1.313349962234497,13878.099609375,41.90999984741211
2015-10-23,42.959999084472656,42.959999084472656,41.0,36400.0,14.460000038146973,78.55999755859375,1.3106000423431396,13953.7001953125,41.72999954223633
2015-10-26,41.70000076293945,41.70000076293945,40.5,29500.0,15.289999961853027,78.22000122070312,1.3172199726104736,13790.900390625,41.02000045776367
2015-10-27,40.5099983215332,41.13999938964844,39.4900016784668,40700.0,15.430000305175781,77.75,1.315600037574768,13699.599609375,40.869998931884766
2015-10-28,41.0,41.150001525878906,40.119998931884766,22200.0,14.329999923706055,78.52999877929688,1.3270000219345093,13863.2001953125,41.150001525878906
2015-10-29,41.130001068115234,41.90999984741211,39.70000076293945,25900.0,14.609999656677246,78.13999938964844,1.319100022315979,13791.900390625,41.61000061035156
